id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
DVK-PROJ-015;DVK;DVK-PROJ;Qualitätssicherung;SC;Was ist ein 'Abnahmetest' im Kontext eines CPS-Projekts?;Ein interner Test, den nur der Auftragnehmer im Labor sieht;Ein Test, der ausschließlich vor Projektbeginn stattfindet;Ein Test, mit dem der Kunde prüft und bestätigt, dass das System vertragsgemäß und unter realen Bedingungen funktioniert;Ein Synonym für Unit-Testing der Firmware;c;Der Abnahmetest (Akzeptanztest) erfolgt gemeinsam mit oder durch den Kunden am Ende eines Projekts, häufig direkt am Einsatzort, und dient der formalen Bestätigung, dass die vereinbarte Leistung erbracht wurde.;mittel;Rahmenlehrplan DVK LF12d
DVK-PROJ-016;DVK;DVK-PROJ;Qualitätssicherung;SC;Warum sind bei einem CPS neben funktionalen Tests auch Belastungs- und Dauertests unter realistischen Umgebungsbedingungen wichtig, bevor das System produktiv eingesetzt wird?;Weil Belastungstests gesetzlich für jede Softwarekomponente vorgeschrieben sind;Weil ohne Dauertests keine Rechnung gestellt werden darf;Weil Dauertests automatisch den Energieverbrauch senken;Um sicherzustellen, dass das System auch über einen längeren Zeitraum und unter realen Belastungen (Temperatur, Vibration, Dauerbetrieb) zuverlässig funktioniert;d;Ein CPS, das nur kurzzeitig im Labor getestet wurde, kann unter realem Dauerbetrieb und wechselnden Umgebungsbedingungen anders reagieren (z. B. Überhitzung, Materialermüdung, Signalstörungen) – Belastungs- und Dauertests prüfen die tatsächliche Verlässlichkeit.;schwer;Rahmenlehrplan DVK LF12d
DVK-PROJ-017;DVK;DVK-PROJ;Qualitätssicherung;SC;Warum sollten Zwischenergebnisse und Testprotokolle während der Umsetzung eines CPS-Projekts dokumentiert werden?;Damit spätere Fehlersuche, Nachvollziehbarkeit der Testergebnisse und Übergabe an den Kunden möglich bleiben;Weil Dokumentation ausschließlich der internen Rechnungsstellung dient;Weil ohne Dokumentation keine neuen Sensoren angeschlossen werden können;Weil Dokumentation die Notwendigkeit von Feldtests ersetzt;a;Eine lückenlose Dokumentation von Testschritten und -ergebnissen erleichtert spätere Fehlersuche, macht die Systemqualität nachvollziehbar und ist Voraussetzung für eine saubere Übergabe an den Kunden.;leicht;Rahmenlehrplan DVK LF12d
DVK-PROJ-018;DVK;DVK-PROJ;Qualitätssicherung;SC;Was versteht man unter 'Redundanz' als Qualitätsmerkmal bei einem sicherheitskritischen cyber-physischen System?;Eine bestimmte Diagrammform zur Darstellung von Messwerten;Das Vorhandensein doppelt ausgelegter Komponenten (z. B. Sensoren, Steuerungen), sodass beim Ausfall einer Komponente eine andere die Funktion übernehmen kann;Eine Methode zur Verschlüsselung von Steuerungsbefehlen;Ein Synonym für Datensicherung in der Cloud;b;Redundanz bedeutet, kritische Komponenten (z. B. Sensoren oder Steuerungseinheiten) doppelt auszulegen, damit beim Ausfall einer Komponente eine andere übernehmen kann – ein wichtiges Qualitätsmerkmal bei sicherheitskritischen CPS.;mittel;IT-Betrieb-Grundlagen
DVK-PROJ-019;DVK;DVK-PROJ;Präsentation & Schulung;SC;Warum ist eine Abschlusspräsentation des fertigen CPS gegenüber dem Kunden sinnvoll?;Weil dies gesetzlich für jedes Sensorsystem vorgeschrieben ist;Um von der eigentlichen technischen Umsetzung abzulenken;Um dem Kunden transparent zu zeigen, wie das System funktioniert, welche Ergebnisse erzielt wurden, und offene Fragen zu klären;Weil eine Präsentation die Notwendigkeit einer Dokumentation ersetzt;c;Die Abschlusspräsentation schafft Transparenz über die erzielten Ergebnisse und die Funktionsweise des Systems, ermöglicht Rückfragen des Kunden und bildet einen wichtigen Abschlusspunkt der Zusammenarbeit.;leicht;Rahmenlehrplan DVK LF12d
DVK-PROJ-020;DVK;DVK-PROJ;Präsentation & Schulung;SC;Was sollte bei der Aufbereitung technischer Ergebnisse für eine Kundenpräsentation eines CPS besonders beachtet werden?;Ausschließlich technische Detailtiefe unabhängig von der Zielgruppe;Möglichst viele Fachbegriffe ohne Erklärung, um Kompetenz zu zeigen;Dass alle erfassten Sensor-Rohdaten unkommentiert eins zu eins gezeigt werden;Die Ergebnisse sollten verständlich und auf den Kenntnisstand der Zielgruppe zugeschnitten aufbereitet werden, statt unkommentierte Rohdaten oder Fachbegriffe zu zeigen;d;Ergebnisse sollten so aufbereitet werden, dass sie für die jeweilige Zielgruppe verständlich sind – reine Rohdaten oder unerklärte Fachbegriffe erschweren es dem Kunden, die Funktionsweise und den Nutzen des Systems tatsächlich zu verstehen.;mittel;Rahmenlehrplan DVK LF12d
DVK-PROJ-021;DVK;DVK-PROJ;Präsentation & Schulung;SC;Warum ist eine Einweisung/Schulung des Bedienpersonals bei der Übergabe eines CPS besonders wichtig – über eine reine Dokumentation hinaus?;Weil praktisches Vorführen und Erklären mögliche Bedienfehler und daraus resultierende Sicherheitsrisiken deutlich reduziert;Weil eine Schulung die technische Dokumentation vollständig ersetzt;Weil ohne Schulung keine Gewährleistung besteht;Weil eine Schulung automatisch die Wartungsintervalle verlängert;a;Gerade bei CPS, die physisch mit ihrer Umgebung interagieren, können Bedienfehler reale Sicherheitsrisiken auslösen – eine praktische Einweisung reduziert dieses Risiko deutlich stärker als reine schriftliche Dokumentation.;mittel;Rahmenlehrplan DVK LF12d
DVK-PROJ-022;DVK;DVK-PROJ;Übergabe & Dokumentation;SC;Was gehört typischerweise zu einer vollständigen Projektübergabe an den Kunden bei einem CPS-Projekt?;Ausschließlich die Rechnung;Das fertige System, technische Dokumentation und ggf. Zugangsdaten/Firmware-Stände in geeigneter, sicherer Form;Ausschließlich eine mündliche Zusammenfassung ohne schriftliche Unterlagen;Der Quellcode der internen Projektplanungssoftware des Auftragnehmers;b;Zu einer vollständigen Übergabe gehören das fertige System, eine nachvollziehbare technische Dokumentation sowie notwendige Zugangsdaten und Firmware-Stände, die sicher übermittelt werden sollten.;mittel;Rahmenlehrplan DVK LF12d
DVK-PROJ-023;DVK;DVK-PROJ;Übergabe & Dokumentation;SC;Warum sollten Zugangsdaten für die Fernwartung eines CPS bei der Übergabe nicht unverschlüsselt per E-Mail versendet werden?;Weil E-Mails technisch keine Zahlen enthalten dürfen;Weil E-Mail-Anhänge grundsätzlich nicht lesbar sind;Weil unverschlüsselte E-Mails von Dritten mitgelesen werden könnten und Zugangsdaten damit kompromittiert werden könnten;Weil dies die Reichweite des Funkmoduls verringert;c;Unverschlüsselte E-Mails können auf dem Übertragungsweg oder bei kompromittierten Postfächern mitgelesen werden – sensible Fernwartungszugänge sollten daher über einen sicheren, separaten Kanal übermittelt werden.;mittel;IT-Sicherheit-Grundlagen
DVK-PROJ-024;DVK;DVK-PROJ;Übergabe & Dokumentation;MC;Welche der folgenden Punkte sollten bei der Übergabe eines CPS-Projekts an den Kunden idealerweise enthalten sein?;Löschung aller Betriebsdaten vor der Übergabe, damit der Kunde 'sauber' startet;Technische Dokumentation der Systemarchitektur und Firmware-Stände;Sichere Übergabe der Zugangsdaten für Fernwartung;Eine Einweisung/Schulung der zuständigen Personen;b,c,d;Dokumentation, sichere Zugangsdatenübergabe und Einweisung gehören zu einer vollständigen, professionellen Übergabe. Das Löschen aller Betriebsdaten würde dagegen wichtige Nachvollziehbarkeit für den Kunden und spätere Fehlersuche vernichten.;mittel;Rahmenlehrplan DVK LF12d
DVK-PROJ-025;DVK;DVK-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Was bedeutet 'Skalierbarkeit' bei einer CPS-Lösung?;Die Fähigkeit einer Lösung, bei wachsender Anzahl von Geräten/Sensoren weiterhin zuverlässig zu funktionieren, ohne komplett neu konzipiert werden zu müssen;Die grafische Darstellung von Sensorauslastung;Die Möglichkeit, eine Lösung beliebig zu verkleinern, ohne Funktionsverlust;Ein Synonym für Verschlüsselung;a;Skalierbarkeit beschreibt, wie gut eine CPS-Lösung bei wachsender Anzahl von Geräten oder Sensoren erweitert werden kann, idealerweise ohne grundlegende Neukonzeption der Architektur.;leicht;Rahmenlehrplan DVK LF12d
DVK-PROJ-026;DVK;DVK-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Was ist bei der Bewertung der Wirtschaftlichkeit einer CPS-Lösung mit dem Begriff 'Total Cost of Ownership' (TCO) gemeint?;Ausschließlich die einmaligen Anschaffungskosten der Hardware;Die Gesamtkosten einer Lösung über ihren gesamten Lebenszyklus, inkl. Anschaffung, Betrieb, Wartung und ggf. Ablösung;Die Kosten, die ausschließlich beim Kunden entstehen;Ein Synonym für den Kaufpreis der Sensorik;b;Die Total Cost of Ownership (TCO) umfasst nicht nur die Anschaffungskosten der Hardware, sondern alle Kosten über den gesamten Lebenszyklus einer Lösung, etwa Betrieb, Wartung, Firmware-Updates und ggf. Ablösung.;mittel;IT-Controlling-Grundlagen
DVK-PROJ-027;DVK;DVK-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Warum sollte die Wirtschaftlichkeit einer automatisierten CPS-Lösung nicht nur an den Implementierungskosten, sondern auch am eingesparten manuellen Aufwand gemessen werden?;Weil Implementierungskosten grundsätzlich irrelevant sind;Weil manueller Aufwand technisch nicht messbar ist;Weil erst der Vergleich mit dem bisherigen manuellen Aufwand zeigt, ob sich die Investition für den Kunden tatsächlich lohnt;Weil dadurch automatisch alle Mitarbeiter ersetzt werden müssen;c;Eine Wirtschaftlichkeitsbetrachtung ist nur aussagekräftig, wenn sie die Investitionskosten dem tatsächlich eingesparten manuellen Aufwand (z. B. Zeitersparnis, weniger Störfälle) gegenüberstellt, statt nur die Kosten isoliert zu betrachten.;mittel;IT-Controlling-Grundlagen
DVK-PROJ-028;DVK;DVK-PROJ;Projektorganisation & Rollen;SC;Welche Aufgabe gehört typischerweise zu den Kernaufgaben eines Projektleiters in einem IT-Projekt?;Koordination von Terminen, Ressourcen und Aufgaben über den gesamten Projektverlauf hinweg;Programmierung der zentralen Softwarekomponenten des Projekts;Installation der Serverhardware und Netzwerktechnik beim Kunden vor Ort im Rechenzentrum;Abnahmeprüfung einzelner Programmcode-Module durch Testläufe;a;Der Projektleiter koordiniert Termine, Ressourcen und Aufgaben, überwacht den Fortschritt und ist zentrale Ansprechperson – die fachliche Umsetzung übernehmen die Teammitglieder.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-029;DVK;DVK-PROJ;Projektorganisation & Rollen;SC;Was unterscheidet ein Pflichtenheft von einem Lastenheft?;Das Pflichtenheft wird üblicherweise vom Auftraggeber in Zusammenarbeit mit der Fachabteilung erstellt, das Lastenheft dagegen vom Auftragnehmer;Das Pflichtenheft beschreibt die technische Umsetzung, das Lastenheft die Anforderungen des Auftraggebers;Beide Dokumente enthalten identische Inhalte und unterscheiden sich lediglich im Titel;Das Lastenheft entsteht erst nach Abschluss des Projekts als Nachweisdokument;b;Das Lastenheft formuliert die Anforderungen des Auftraggebers (Was und Wofür), das Pflichtenheft beschreibt darauf aufbauend die konkrete technische Umsetzung durch den Auftragnehmer (Wie).;leicht;IHK-Rahmenplan Projektmanagement
DVK-PROJ-030;DVK;DVK-PROJ;Projektorganisation & Rollen;SC;Welche Funktion erfüllt ein Lenkungsausschuss (Steering Committee) in einem größeren IT-Projekt?;Programmiert kritische Softwaremodule gemeinsam mit dem Entwicklungsteam;Führt die tägliche Abstimmung der einzelnen Entwicklungsaufgaben im Team durch und dokumentiert die Ergebnisse;Trifft übergeordnete Entscheidungen bei Zielkonflikten und stellt die nötigen Ressourcen bereit;Erstellt die technische Dokumentation für die einzelnen Projektphasen;c;Der Lenkungsausschuss besteht meist aus Führungskräften von Auftraggeber und Auftragnehmer und trifft strategische Entscheidungen bei Konflikten, Budgetfragen oder Zielabweichungen.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-031;DVK;DVK-PROJ;Projektorganisation & Rollen;SC;Wozu dient eine RACI-Matrix in der Projektorganisation?;Die Abfolge der aus Sicht des Kunden fachlich wichtigsten Programmfunktionen im fertigen System;Sie berechnet die voraussichtlichen Gesamtkosten eines Projekts im Voraus;Sie listet die technischen Anforderungen an die eingesetzte Hardware auf;Sie legt für jede Aufgabe fest, wer verantwortlich, ausführend, zu konsultieren oder zu informieren ist;d;RACI steht für Responsible, Accountable, Consulted, Informed und klärt Zuständigkeiten pro Aufgabe, um Doppelarbeit und unklare Verantwortlichkeiten zu vermeiden.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-032;DVK;DVK-PROJ;Risikomanagement im Projekt;SC;Was ist der erste Schritt eines strukturierten Risikomanagementprozesses im Projekt?;Systematische Identifikation möglicher Risiken durch Team, Erfahrungswerte und Checklisten;Sofortige Erstellung eines Notfallplans für den schwerwiegendsten denkbaren Fall;Abschluss einer Versicherung gegen sämtliche im Projekt vorstellbaren Schadensfälle;Information des Auftraggebers über bereits eingetretene Terminverzögerungen;a;Am Anfang steht die Risikoidentifikation: mögliche Risiken werden gesammelt, bevor sie bewertet und mit Maßnahmen versehen werden.;leicht;IHK-Rahmenplan Projektmanagement
DVK-PROJ-033;DVK;DVK-PROJ;Risikomanagement im Projekt;SC;Wie wird die Priorität eines Risikos in einer klassischen Risikomatrix typischerweise bestimmt?;Durch das Datum, an dem das Risiko erstmals im Team besprochen wurde;Durch die Kombination aus Eintrittswahrscheinlichkeit und Auswirkung auf das Projektziel;Durch die alphabetische Reihenfolge der Risikobezeichnung im Risikoregister;Durch die Anzahl der Teammitglieder, die das Risiko im Meeting genannt haben;b;Eine Risikomatrix bewertet Risiken anhand zweier Achsen – Eintrittswahrscheinlichkeit und Schadensausmaß – und leitet daraus die Priorität ab.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-034;DVK;DVK-PROJ;Risikomanagement im Projekt;SC;Welche der folgenden Optionen beschreibt die Risikostrategie 'Risikoübertragung'?;Das Risiko wird durch eine Anpassung der Projektplanung technisch vermieden;Das Risiko wird bewusst akzeptiert und im Projektplan als Restrisiko mit fester Beobachtungspflicht weitergeführt;Ein Teil des Risikos wird vertraglich an einen Dritten weitergegeben, etwa über eine Versicherung;Das Risiko wird durch zusätzliche Tests auf ein geringeres Ausmaß reduziert;c;Bei der Risikoübertragung wird die finanzielle oder rechtliche Verantwortung für ein Risiko an einen Dritten übertragen, etwa durch eine Versicherung oder eine Vertragsklausel.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-035;DVK;DVK-PROJ;Risikomanagement im Projekt;SC;Wozu dienen Frühwarnindikatoren im laufenden Projektcontrolling?;Sie ersetzen die reguläre wöchentliche Statusbesprechung mit dem Projektteam;Sie dienen der rückblickenden Bewertung von Projekten nach deren offiziellem Abschluss;Sie berechnen zu Projektbeginn einen ersten, oft noch ungenauen Schätzwert für die Projektlaufzeit;Sie zeigen sich abzeichnende Abweichungen frühzeitig an, bevor daraus ein größeres Problem entsteht;d;Frühwarnindikatoren wie steigende Fehlerzahlen oder Terminverzug machen Abweichungen sichtbar, solange noch gegengesteuert werden kann.;mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-036;DVK;DVK-PROJ;Agiles vs. klassisches Projektmanagement;SC;Was kennzeichnet das klassische Wasserfallmodell im Vergleich zu agilen Vorgehensweisen?;Die Projektphasen laufen weitgehend nacheinander ab, eine abgeschlossene Phase wird selten erneut aufgegriffen;Anforderungen werden in kurzen Zyklen laufend mit dem Kunden abgestimmt, bewertet, priorisiert und bei Bedarf kurzfristig angepasst;Das Team liefert nach einzelnen kurzen Iterationen jeweils ein funktionsfähiges Teilergebnis aus;Die Planung konzentriert sich Schritt für Schritt auf die jeweils kommende kurze Arbeitsphase;a;Im Wasserfallmodell folgen die Phasen (Analyse, Entwurf, Umsetzung, Test, Einführung) weitgehend sequenziell aufeinander, während agile Ansätze iterativ und mit kurzen Feedbackschleifen arbeiten.;leicht;IHK-Rahmenplan Projektmanagement
DVK-PROJ-037;DVK;DVK-PROJ;Agiles vs. klassisches Projektmanagement;SC;Welche Aufgabe hat der Product Owner in einem Scrum-Projekt?;Technische Umsetzung der einzelnen User Stories im Entwicklungsteam während der laufenden Sprints;Priorisierung der Anforderungen im Product Backlog aus fachlicher und wirtschaftlicher Sicht;Moderation der täglichen Stand-up-Meetings und Beseitigung von Hindernissen;Einhaltung des Scrum-Prozesses und Coaching des Teams in agilen Methoden;b;"Der Product Owner verantwortet den fachlichen Wert des Produkts und priorisiert das Backlog; die Prozessmoderation übernimmt der Scrum Master, die Umsetzung das Entwicklungsteam.";mittel;IHK-Rahmenplan Projektmanagement
DVK-PROJ-038;DVK;DVK-PROJ;Agiles vs. klassisches Projektmanagement;SC;Was ist ein Sprint im Rahmen von Scrum?;Ein einzelnes, spontan einberufenes Krisenmeeting bei akuten Projektproblemen;Die finale Testphase kurz vor der offiziellen Auslieferung an den Kunden;Ein fester, meist zwei- bis vierwöchiger Zeitabschnitt, an dessen Ende ein potenziell auslieferbares Ergebnis steht;Eine formale Abnahmeveranstaltung mit dem Auftraggeber nach Projektende, bei der die Ergebnisse gemeinsam abgenommen werden;c;Ein Sprint ist ein festgelegter, kurzer Zeitraum, an dessen Ende ein fertiges, potenziell nutzbares Inkrement des Produkts steht.;leicht;IHK-Rahmenplan Projektmanagement
