id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
ALLE-WISO-011;ALLE;WISO;Soziale Sicherung;SC;Wer trägt die Beiträge zur gesetzlichen Krankenversicherung bei Auszubildenden?;Nur der Auszubildende;Arbeitgeber und Auszubildender je zur Hälfte;Nur der Arbeitgeber;Die Krankenkasse;b;Beiträge zur Sozialversicherung werden bei Auszubildenden grundsätzlich je zur Hälfte von Arbeitgeber und Auszubildendem getragen.;mittel;SGB V
ALLE-WISO-012;ALLE;WISO;Entgeltabrechnung;SC;Was versteht man unter dem Bruttolohn?;Das Arbeitsentgelt vor Abzug von Steuern und Sozialabgaben;Das Arbeitsentgelt nach Abzug aller Abgaben;Nur die Lohnsteuer;Den Lohn inklusive aller Zuschläge;a;Der Bruttolohn ist das Entgelt vor Abzug von Lohnsteuer und Sozialversicherungsbeiträgen. Nach den Abzügen ergibt sich der Nettolohn.;leicht;WiSo Lehrplan
ALLE-WISO-013;ALLE;WISO;Soziale Sicherung;SC;Wer trägt die Beiträge zur gesetzlichen Unfallversicherung?;Der Arbeitgeber allein;Der Arbeitnehmer allein;Arbeitgeber und Arbeitnehmer je zur Hälfte;Die Krankenkasse;a;Die Beiträge zur gesetzlichen Unfallversicherung trägt ausschließlich der Arbeitgeber.;mittel;SGB VII
ALLE-WISO-014;ALLE;WISO;Arbeitsrecht;SC;Wie ist ein Arbeitsverhältnis rechtlich einzuordnen, wenn keine Befristung vereinbart wurde?;Es ist unbefristet;Es ist automatisch auf ein Jahr befristet;Es ist nach sechs Monaten befristet;Es ist nur mündlich gültig;a;Wird keine Befristung vereinbart, gilt das Arbeitsverhältnis als unbefristet.;mittel;TzBfG
ALLE-WISO-015;ALLE;WISO;Betriebsorganisation;SC;Was regelt eine Betriebsvereinbarung?;Betriebliche Angelegenheiten zwischen Arbeitgeber und Betriebsrat;Löhne zwischen Gewerkschaft und Arbeitgeberverband;Verträge mit Kunden;Steuerliche Pflichten des Betriebs;a;Betriebsvereinbarungen werden zwischen Arbeitgeber und Betriebsrat geschlossen und regeln betriebliche Fragen wie Arbeitszeit oder Pausen.;mittel;BetrVG
ALLE-WISO-016;ALLE;WISO;Jugendarbeitsschutz;SC;Wie viel bezahlten Erholungsurlaub müssen Jugendliche mindestens erhalten, die zu Beginn des Kalenderjahres noch nicht 16 Jahre alt sind?;30 Werktage;27 Werktage;25 Werktage;24 Werktage;a;Nach dem Jugendarbeitsschutzgesetz sind es mindestens 30 Werktage (unter 16), 27 Werktage (unter 17) und 25 Werktage (unter 18).;schwer;JArbSchG § 19
ALLE-WISO-017;ALLE;WISO;Grundlagen;SC;Welche zwei Willenserklärungen bilden einen Kaufvertrag?;Antrag und Annahme;Bestellung und Rechnung;Katalog und Preisliste;Angebot und Lieferung;a;Ein Kaufvertrag entsteht durch zwei übereinstimmende Willenserklärungen, nämlich Antrag und Annahme.;leicht;Rahmenlehrplan WISO
ALLE-WISO-018;ALLE;WISO;Sozialversicherung;SC;Wer trägt die Beiträge zur gesetzlichen Unfallversicherung allein?;Arbeitnehmer;Arbeitgeber;Arbeitnehmer und Arbeitgeber je zur Hälfte;Die Krankenkasse;b;Die Unfallversicherung finanziert allein der Arbeitgeber. Alle anderen Zweige werden je zur Hälfte getragen.;leicht;Rahmenlehrplan WISO
ALLE-WISO-019;ALLE;WISO;Unternehmensformen;SC;Welche Aussage zur GmbH ist richtig?;Personengesellschaft mit unbeschränkter Haftung;Kapitalgesellschaft mit beschränkter Haftung;Einzelunternehmen ohne Stammkapital;Genossenschaft mit Mitgliederhaftung;b;Die GmbH ist eine Kapitalgesellschaft. Die Haftung ist auf das Gesellschaftsvermögen beschränkt, Stammkapital mindestens 25.000 Euro.;leicht;Rahmenlehrplan WISO
ALLE-WISO-020;ALLE;WISO;Sozialversicherung;MC;Welche Zweige gehören zur gesetzlichen Sozialversicherung?;Krankenversicherung;Rentenversicherung;Arbeitslosenversicherung;Private Haftpflichtversicherung;a,b,c;Zur Sozialversicherung zählen Kranken-, Pflege-, Renten-, Arbeitslosen- und Unfallversicherung. Eine Haftpflichtversicherung ist privat.;leicht;Rahmenlehrplan WISO
ALLE-WISO-021;ALLE;WISO;Kaufvertrag;SC;Wann liegt ein Sachmangel vor?;Die Ware weicht von der vereinbarten Beschaffenheit ab;Die Ware gefällt dem Käufer nicht;Der Käufer hat sich vertippt;Der Preis wurde nachträglich erhöht;a;Ein Sachmangel liegt vor, wenn die Ist-Beschaffenheit von der vereinbarten Soll-Beschaffenheit abweicht.;mittel;Rahmenlehrplan WISO
ALLE-WISO-022;ALLE;WISO;IHK;SC;Welche Aufgabe hat die IHK in der Berufsausbildung?;Sie zahlt die Ausbildungsvergütung;Sie überwacht die Ausbildung und führt das Verzeichnis der Ausbildungsverhältnisse;Sie stellt die Berufsschullehrer ein;Sie legt die Tarifgehälter fest;b;Die IHK überwacht die Durchführung der Berufsausbildung, berät Betriebe und Auszubildende und führt das Verzeichnis der Berufsausbildungsverhältnisse.;mittel;Rahmenlehrplan WISO
ALLE-WISO-023;ALLE;WISO;Tarifrecht;SC;Zwischen welchen Parteien wird ein Tarifvertrag geschlossen?;Arbeitgeber und Betriebsrat;Arbeitgeberverband und Gewerkschaft;Einzelner Arbeitgeber und einzelner Arbeitnehmer;IHK und Gewerkschaft;b;Tarifverträge werden zwischen Gewerkschaften und Arbeitgeberverbänden oder einzelnen Arbeitgebern geschlossen.;mittel;Rahmenlehrplan WISO
ALLE-WISO-024;ALLE;WISO;Mitbestimmung;MC;Welche Rechte hat der Betriebsrat?;Mitbestimmung bei der Ordnung des Betriebs;Abschluss von Betriebsvereinbarungen;Ausspruch von Kündigungen gegenüber Beschäftigten;Abschluss von Tarifverträgen für die Branche;a,b;Der Betriebsrat wirkt bei sozialen, personellen und organisatorischen Fragen mit und schließt Betriebsvereinbarungen. Kündigungen spricht der Arbeitgeber aus.;mittel;Rahmenlehrplan WISO
ALLE-WISO-025;ALLE;WISO;Kündigung;FT;Wie heißt die Kündigung, die ein Arbeitnehmer selbst ausspricht?;;;;;Eigenkündigung;Kündigt der Arbeitnehmer selbst, spricht man von einer Eigenkündigung. Kündigt der Arbeitgeber, ist es eine Arbeitgeberkündigung.;mittel;Rahmenlehrplan WISO
ALLE-WISO-026;ALLE;WISO;Kündigungsschutz;MC;Welche Aussagen zum Kündigungsschutz sind richtig?;In der Probezeit kann ohne Frist gekündigt werden;Eine ordentliche Kündigung des Arbeitgebers muss schriftlich und begründet erfolgen;Ein Aufhebungsvertrag beendet das Arbeitsverhältnis einvernehmlich;Eine Kündigung ist auch mündlich wirksam;a,b,c;In der Probezeit gilt keine Kündigungsfrist. Der Arbeitgeber kündigt schriftlich mit Begründung, der Aufhebungsvertrag ist einvernehmlich. Mündliche Kündigungen sind unwirksam.;schwer;Rahmenlehrplan WISO
ALLE-WISO-027;ALLE;WISO;Gewährleistung;SC;Was unterscheidet die Garantie von der gesetzlichen Gewährleistung?;Die Garantie ist eine freiwillige Zusage, die Gewährleistung ist gesetzlich;Die Garantie ist gesetzlich, die Gewährleistung freiwillig;Beide sind freiwillige Zusagen;Beide sind gesetzlich vorgeschrieben;a;Die Gewährleistung ergibt sich aus dem BGB. Eine Garantie ist eine freiwillige Zusatzleistung des Händlers oder Herstellers.;mittel;Rahmenlehrplan WISO
ALLE-WISO-028;ALLE;WISO;Wirtschaftlichkeit;SC;Was besagt das Maximalprinzip?;Mit gegebenen Mitteln den größtmöglichen Erfolg erzielen;Mit möglichst geringen Mitteln einen festen Erfolg erreichen;Auf jede Erfolgskontrolle zu verzichten;Die Kosten gezielt zu erhöhen;a;Beim Maximalprinzip sind die Mittel festgelegt und der Erfolg wird maximiert. Das Minimalprinzip ist der umgekehrte Fall.;mittel;Rahmenlehrplan WISO
ALLE-WISO-029;ALLE;WISO;Rechnungswesen;MC;Welche Bestandteile gehören zum betrieblichen Rechnungswesen?;Bilanz;Gewinn- und Verlustrechnung;Kosten- und Leistungsrechnung;Betriebsvereinbarung;a,b,c;Bilanz und GuV bilden das externe, die Kosten- und Leistungsrechnung das interne Rechnungswesen. Eine Betriebsvereinbarung gehört zum Arbeitsrecht.;mittel;Rahmenlehrplan WISO
ALLE-WISO-030;ALLE;WISO;Bilanzierung;SC;Welche Gleichung beschreibt die Bilanz?;Aktiva gleich Passiva;Aktiva gleich Eigenkapital plus Vorräte;Passiva gleich Umsatz minus Kosten;Aktiva gleich Gewinn plus Verlust;a;Die Bilanz ist stets ausgeglichen: Die Summe des Vermögens (Aktiva) entspricht der Summe des Kapitals (Passiva).;mittel;Rahmenlehrplan WISO
ALLE-WISO-031;ALLE;WISO;Rechtsformen;SC;Welche Rechtsform ist eine Personengesellschaft?;GmbH;Aktiengesellschaft;OHG;Unternehmergesellschaft (haftungsbeschränkt);c;OHG und KG sind Personengesellschaften. GmbH, AG und UG sind Kapitalgesellschaften.;mittel;Rahmenlehrplan WISO
ALLE-WISO-032;ALLE;WISO;Entgelt;SC;Wie entsteht das Nettoentgelt aus dem Bruttoentgelt?;Durch Abzug von Steuern und Sozialabgaben;Durch Aufschlag der Sozialabgaben;Es ist mit dem Bruttoentgelt identisch;Durch Abzug der Umsatzsteuer;a;Vom Bruttoentgelt werden Lohnsteuer und die Sozialversicherungsbeiträge des Arbeitnehmers abgezogen, das Ergebnis ist das Nettoentgelt.;leicht;Rahmenlehrplan WISO
ALLE-WISO-033;ALLE;WISO;Arbeitsschutz;SC;Was bedeutet die Fürsorgepflicht des Arbeitgebers?;Er muss Gesundheit und Interessen der Beschäftigten schützen;Er darf die Arbeitszeit frei verlängern;Er muss keine Schutzausrüstung stellen;Er übernimmt die private Krankenversicherung;a;Die Fürsorgepflicht verpflichtet den Arbeitgeber zu Arbeitsschutz, sicherer Ausstattung und Rücksicht auf die Belange der Beschäftigten.;mittel;Rahmenlehrplan WISO
ALLE-WISO-034;ALLE;WISO;Arbeitsschutz;SC;Was regelt die Arbeitsstättenverordnung?;Steuersätze für Betriebe;Anforderungen an Arbeitsräume, Beleuchtung und Sicherheit;Kündigungsfristen;Die Höhe der Tarifgehälter;b;Die Arbeitsstättenverordnung legt Anforderungen an Arbeitsstätten fest, etwa Raumgröße, Beleuchtung, Lüftung und Fluchtwege.;mittel;Rahmenlehrplan WISO
ALLE-WISO-035;ALLE;WISO;Mitbestimmung;SC;Was ist eine Betriebsvereinbarung?;Ein Vertrag zwischen Arbeitgeber und Betriebsrat mit unmittelbarer Wirkung für die Beschäftigten;Ein Tarifvertrag für eine ganze Branche;Ein Arbeitsvertrag mit einem einzelnen Beschäftigten;Eine Dienstanweisung ohne Beteiligung des Betriebsrats;a;Betriebsvereinbarungen werden zwischen Arbeitgeber und Betriebsrat geschlossen und gelten unmittelbar und zwingend für alle Beschäftigten des Betriebs.;schwer;Rahmenlehrplan WISO
ALLE-WISO-036;ALLE;WISO;Berufsausbildung;FT;Wie heißt der Vertrag, der die Berufsausbildung zwischen Betrieb und Auszubildendem regelt?;;;;;Ausbildungsvertrag|Berufsausbildungsvertrag;Der Berufsausbildungsvertrag wird vor Beginn der Ausbildung schriftlich geschlossen und von der IHK in das Verzeichnis eingetragen.;leicht;Rahmenlehrplan WISO
ALLE-WISO-037;ALLE;WISO;Berufsausbildung;MC;Welche Rechte haben Auszubildende?;Besuch der Berufsschule;Anspruch auf Ausbildungsvergütung;Zeugnis bei Beendigung der Ausbildung;Anspruch auf 40 Urlaubstage pro Jahr;a,b,c;Auszubildende haben Anspruch auf Berufsschulbesuch, Vergütung und ein Zeugnis. Der Urlaubsanspruch richtet sich nach dem Bundesurlaubsgesetz.;mittel;Rahmenlehrplan WISO
ALLE-WISO-038;ALLE;WISO;Steuern;SC;Welche Steuer ist eine indirekte Steuer?;Einkommensteuer;Körperschaftsteuer;Umsatzsteuer;Lohnsteuer;c;Indirekte Steuern werden über den Preis auf den Verbraucher abgewälzt, zum Beispiel die Umsatzsteuer. Einkommen-, Körperschaft- und Lohnsteuer sind direkt.;mittel;Rahmenlehrplan WISO
ALLE-WISO-039;ALLE;WISO;Berufsausbildung;SC;Was gilt für die Kündigung während der Probezeit im Ausbildungsverhältnis?;Jederzeit ohne Frist und ohne Angabe von Gründen;Nur mit einer Frist von vier Wochen;Nur mit schriftlicher Begründung;Sie ist nicht möglich;a;In der Probezeit können beide Seiten jederzeit ohne Frist kündigen, schriftlich und ohne Begründung.;leicht;Rahmenlehrplan WISO
ALLE-WISO-040;ALLE;WISO;Wirtschaftsordnung;SC;Welche Kennzeichen hat die soziale Marktwirtschaft?;Freier Wettbewerb mit sozialem Ausgleich;Zentrale Planung aller Preise durch den Staat;Verbot von Privateigentum an Produktionsmitteln;Keine Wettbewerbsregeln;a;Die soziale Marktwirtschaft verbindet freien Wettbewerb und private Initiative mit sozialer Absicherung und staatlichen Rahmenbedingungen.;mittel;Rahmenlehrplan WISO
ALLE-WISO-041;ALLE;WISO;Marketing;SC;Produktlebenszyklus Phasen?;Nur Verkauf und Ende;Einführung, Wachstum, Reife, Sättigung, Degeneration;Planung und Bau;;b;Das Modell beschreibt den Weg eines Produkts am Markt.;mittel;IHK
ALLE-WISO-042;ALLE;WISO;Recht;SC;Rechtsfähigkeit vs. Geschäftsfähigkeit?;Rechtsfähigkeit ab 18;Geschäftsfähigkeit ist die Fähigkeit Verträge zu schließen;Beides ist gleich;;b;Rechtsfähig ist man ab Geburt, Geschäftsfähig je nach Alter.;schwer;IHK
ALLE-WISO-043;ALLE;WISO;Analyse;SC;Was ist SWOT?;Software-Test;Stärken, Schwächen, Chancen, Risiken;Finanzplan;;b;SWOT dient zur strategischen Planung von Projekten.;leicht;IHK
ALLE-WISO-044;ALLE;WISO;Recht;SC;Unterschied GmbH vs. AG?;GmbH braucht kein Kapital;Haftung und Organstruktur (Vorstand bei AG);Nur AG ist Kapitalgesellschaft;;b;Beide sind Kapitalgesellschaften, haben aber unterschiedliche Mindestkapitalien.;mittel;IHK
ALLE-WISO-045;ALLE;WISO;Finanzen;SC;Was ist die Break-Even-Analyse?;Gewinnschwellenberechnung;Mitarbeiterzufriedenheit;Servertest;;a;Sie ermittelt den Punkt, ab dem Erlöse die Kosten decken.;mittel;IHK
ALLE-WISO-046;ALLE;WISO;Recht;SC;Urheberrecht vs. Patentrecht?;Kein Unterschied;"Urheberrecht schützt geistige Schöpfung; Patent technische Erfindung";Patent ist nur für Musik;;b;Das Urheberrecht entsteht automatisch, Patente müssen angemeldet werden.;schwer;IHK
ALLE-WISO-047;ALLE;WISO;Marketing;SC;Was sind die 4 Ps?;People, Process, Price, Place;Product, Price, Place, Promotion;Planning, Power, People, Price;;b;Die 4 Ps bilden den klassischen Marketing-Mix.;mittel;IHK
ALLE-WISO-048;ALLE;WISO;Recht;SC;Merkmal einer KG?;Alle haften unbeschränkt;Komplementär haftet voll, Kommanditist beschränkt;Kein Mindestkapital nötig;;b;Die Haftung ist bei der Kommanditgesellschaft aufgeteilt.;mittel;IHK
ALLE-WISO-049;ALLE;WISO;Finanzierung;SC;Eigenkapital vs. Fremdkapital?;EK muss verzinst werden;"EK vom Eigentümer; FK von Gläubigern";FK steht unbegrenzt zur Verfügung;;b;Fremdkapital sind Schulden, die zurückgezahlt werden müssen.;leicht;IHK
ALLE-WISO-050;ALLE;WISO;Verträge;SC;Was ist ein Werkvertrag?;Zahlung für Anwesenheit;Zahlung für einen konkreten Erfolg/Ergebnis;Nur für Angestellte;;b;Im Gegensatz zum Dienstvertrag wird hier ein fertiges 'Werk' geschuldet.;mittel;IHK
ALLE-WISO-051;ALLE;WISO;Sozialversicherung;SC;Wer trägt die Beiträge zur Rentenversicherung?;Nur Arbeitgeber;Arbeitgeber und Arbeitnehmer je zur Hälfte;Nur der Staat;;b;Die Beiträge werden paritätisch finanziert.;leicht;IHK
ALLE-WISO-052;ALLE;WISO;Kosten;SC;Was sind variable Kosten?;Miete;Kosten, die sich mit der Produktionsmenge ändern;Fixgehälter;;b;Beispiele sind Rohstoffe oder Akkordlöhne.;leicht;IHK
ALLE-WISO-053;ALLE;WISO;Recht;SC;Was ist die Probezeit?;Zeit ohne Gehalt;Zeitraum zum gegenseitigen Kennenlernen mit verkürzter Kündigungsfrist;Dauert immer 2 Jahre;;b;Dient der Prüfung der Eignung des Arbeitnehmers.;leicht;IHK
ALLE-WISO-054;ALLE;WISO;Marketing;SC;Definition 'Markt'?;Ein Gebäude;Zusammentreffen von Angebot und Nachfrage;Ein Werbeplakat;;b;Auf Märkten bilden sich Preise.;leicht;IHK
ALLE-WISO-055;ALLE;WISO;Betriebsrat;SC;Ab wie vielen Mitarbeitern kann ein BR gewählt werden?;Ab 2;Ab 5 ständigen wahlberechtigten Arbeitnehmern;Ab 100;;b;Geregelt im Betriebsverfassungsgesetz.;mittel;IHK
ALLE-WISO-056;ALLE;WISO;Recht;SC;Was ist die AGB?;Allgemeine Geschäftsbedingungen;Arbeits-Gesetz-Buch;Anlage-Geld-Bestimmung;;a;Vorformulierte Vertragsbedingungen für eine Vielzahl von Verträgen.;leicht;IHK
ALLE-WISO-057;ALLE;WISO;Recht;SC;Was ist ein Tarifvertrag?;Privater Vertrag;Vertrag zwischen Gewerkschaft und Arbeitgeberverband;Mietvertrag;;b;Regelt Arbeitsbedingungen für ganze Branchen.;mittel;IHK
ALLE-WISO-058;ALLE;WISO;Recht;SC;Was ist eine juristische Person?;Jeder Mensch;Eine Personenvereinigung oder Zweckvermögen mit Rechtsfähigkeit;Ein Anwalt;;b;Beispiele sind GmbH, AG oder Vereine.;mittel;IHK
ALLE-WISO-059;ALLE;WISO;Prinzipien;SC;Was ist das Minimalprinzip?;Maximales Ziel mit festen Mitteln;Gegebenes Ziel mit minimalen Mitteln erreichen;Kein Gewinn;;b;Effizienter Einsatz knapper Ressourcen.;mittel;IHK
ALLE-WISO-060;ALLE;WISO;Recht;SC;Was regelt das ArbzG?;Mindestlohn;Höchstarbeitszeiten und Ruhepausen;Urlaubstage;;b;Dient dem Gesundheitsschutz der Arbeitnehmer.;leicht;IHK
ALLE-WISO-061;ALLE;WISO;Kosten;SC;Was ist der Break-Even-Point?;Maximaler Gewinn;Punkt, an dem Kosten und Erlöse gleich sind;Marktanalyse;;b;Ab diesem Punkt beginnt die Gewinnzone.;mittel;IHK
ALLE-WISO-062;ALLE;WISO;Versicherung;SC;Wer zahlt Pflegeversicherung?;Nur Arbeitnehmer;Arbeitgeber und Arbeitnehmer;Nur der Staat;;b;Die Beiträge werden vom Bruttolohn abgezogen.;mittel;IHK
ALLE-WISO-063;ALLE;WISO;Recht;SC;Eigentum vs. Besitz?;Kein Unterschied;Eigentum ist rechtlich, Besitz ist tatsächlich;Besitz ist höher;;b;Der Mieter besitzt, der Vermieter ist Eigentümer.;mittel;IHK
ALLE-WISO-064;ALLE;WISO;Recht;SC;Was ist eine Abmahnung?;Fristlose Kündigung;Hinweis auf Vertragspflichtverletzung;Gehaltserhöhung;;b;Hat Warnfunktion vor einer Kündigung.;leicht;IHK
ALLE-WISO-065;ALLE;WISO;Marketing;SC;Was ist der USP?;Werbekosten;Alleinstellungsmerkmal;Verkaufszahl;;b;Hebt das Produkt von der Konkurrenz ab.;leicht;IHK
ALLE-WISO-066;ALLE;WISO;Versicherung;SC;Jüngste Sozialversicherung (1995)?;Kranken;Pflegeversicherung;Renten;;b;Die fünfte Säule der Sozialversicherung.;mittel;IHK
ALLE-WISO-067;ALLE;WISO;Organisation;SC;Einliniensystem?;Keine Vorgesetzten;Jeder hat genau einen Vorgesetzten;Mehrere Chefs;;b;Klare Kompetenzen, aber lange Dienstwege.;mittel;IHK
ALLE-WISO-068;ALLE;WISO;Kosten;SC;Einzel- vs. Gemeinkosten?;Einzel direkt zuordenbar;Gemein sind niedriger;Einzel nur 1x pro Jahr;;a;Gemeinkosten werden über Schlüssel verteilt.;mittel;IHK
ALLE-WISO-069;ALLE;WISO;Recht;SC;Mahnung vs. Verzug?;Kein Unterschied;Mahnung fordert, Verzug ist rechtlicher Zustand;Verzug ist Haftstrafe;;b;Verzug löst Zinsansprüche aus.;schwer;IHK
ALLE-WISO-070;ALLE;WISO;Organisation;SC;Matrixorganisation?;Ohne Chefs;Zwei-Linien-System (z.B. Produkt/Funktion);Digitalfirma;;b;Hoher Kommunikationsbedarf, Gefahr von Weisungskonflikten.;schwer;IHK
ALLE-WISO-071;ALLE;WISO;Recht;SC;Kündigungsfrist Probezeit?;4 Wochen;2 Wochen;Keine;;b;Gesetzlich verankert für maximal 6 Monate Probezeit.;mittel;IHK
ALLE-WISO-072;ALLE;WISO;Zahlung;SC;Was ist Skonto?;Großabnehmerrabatt;Preisnachlass bei schneller Zahlung;MwSt;;b;Anreiz zur schnellen Begleichung der Rechnung.;leicht;IHK
ALLE-WISO-073;ALLE;WISO;Sozialversicherung;SC;Was ist das Solidaritätsprinzip?;Einheitssatz für alle;Starke unterstützen Schwache (Leistung nach Bedarf);Keine Versicherung;;b;Kernprinzip: Beiträge nach Einkommen, Leistung nach medizinischer Notwendigkeit.;mittel;IHK
ALLE-WISO-074;ALLE;WISO;Kennzahlen;SC;Was bedeutet Liquidität?;Gewinn;Fähigkeit, Zahlungsverpflichtungen nachzukommen;Produktqualität;;b;Ein Unternehmen ist liquide, wenn es seine Rechnungen bezahlen kann.;leicht;IHK
ALLE-WISO-075;ALLE;WISO;Recht;SC;Qualifiziertes Arbeitszeugnis?;Nur Tätigkeitsdauer;Zusätzliche Leistungs- und Verhaltensbeurteilung;Handschriftlich;;b;Arbeitnehmer haben bei Beendigung Anspruch auf ein qualifiziertes Zeugnis.;mittel;IHK
ALLE-WISO-076;ALLE;WISO;Recht;SC;Wirksamkeit Willenserklärung (Brief)?;Beim Absenden;Bei Zugang im Machtbereich des Empfängers;Beim Vorlesen;;b;Zugang bedeutet z.B. Einwurf in den Briefkasten.;schwer;IHK
ALLE-WISO-077;ALLE;WISO;Wirtschaft;SC;Was ist Inflation?;Geldaufwertung;Geldentwertung (Preise steigen);Sinkende Zinsen;;b;Die Kaufkraft des Geldes nimmt ab.;leicht;IHK
ALLE-WISO-078;ALLE;WISO;Finanzen;SC;Was ist Abschreibung (AfA)?;Steuergeschenk;Wertminderung von Anlagevermögen über die Zeit;Kreditkosten;;b;Verteilt Anschaffungskosten über die Nutzungsdauer.;mittel;IHK
ALLE-WISO-079;ALLE;WISO;Sozialversicherung;SC;Träger der Rentenversicherung?;Krankenkassen;Deutsche Rentenversicherung;Arbeitsagentur;;b;Zuständig für Altersrenten und Reha-Maßnahmen.;leicht;IHK
ALLE-WISO-080;ALLE;WISO;Organisation;SC;Was ist Outsourcing?;Mitarbeiter einstellen;Auslagerung von Aufgaben an externe Dienstleister;Büroumzug;;b;Ziel: Konzentration auf Kernkompetenzen und Kostensenkung.;leicht;IHK
ALLE-WISO-081;ALLE;WISO;Arbeitsrecht;SC;Maximale Arbeitszeit pro Tag (Gesetz)?;8 Stunden (ausnahmsweise 10);12 Stunden;6 Stunden;;a;Im Durchschnitt von 6 Monaten dürfen 8h nicht überschritten werden.;mittel;IHK
