id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
ALLE-HARDWARE-011;ALLE;HARDWARE;CPU;SC;Was ist 'Overclocking'?;Energiesparen;Erhöhung der Taktrate über die Herstellerspezifikation;Löschen des Kernels;;b;Führt zu mehr Leistung, aber auch zu mehr Wärmeentwicklung.;mittel;IHK
ALLE-HARDWARE-012;ALLE;HARDWARE;RAID;SC;Was ist RAID 0?;Spiegelung;Striping (Datenaufteilung zur Geschwindigkeit);Fehlertoleranz;;b;RAID 0 bietet keine Redundanz, nur Performance.;mittel;IHK
ALLE-HARDWARE-013;ALLE;HARDWARE;Anschlüsse;SC;Vorteil DisplayPort vs. HDMI?;DP ist analog;DP unterstützt Daisy-Chaining und höhere Raten;DP hat keinen Ton;;b;DisplayPort ist im Profi-Bereich oft flexibler für Multi-Monitor-Setups.;mittel;IHK
ALLE-HARDWARE-014;ALLE;HARDWARE;CPU;SC;Unterschied L1 vs. L3 Cache?;L1 ist größer;L1 ist schneller und kleiner;Kein Unterschied;;b;L1 ist direkt im Kern integriert und extrem schnell.;schwer;IHK
ALLE-HARDWARE-015;ALLE;HARDWARE;Kühlung;SC;Vorteil Wasserkühlung?;Immer billiger;Höhere Wärmekapazität ermöglicht effiziente Kühlung;Kein Strom nötig;;b;Oft leiser und leistungsstärker als Luftkühlung.;mittel;IHK
ALLE-HARDWARE-016;ALLE;HARDWARE;Drucker;SC;Laser vs. Tintenstrahl?;Laser nutzt Tinte;Laser nutzt Toner und Hitze;Tinte ist schneller;;b;Laser ist meist schneller und günstiger pro Seite.;leicht;IHK
ALLE-HARDWARE-017;ALLE;HARDWARE;BIOS;SC;Was ist CMOS?;Betriebssystem;Speichertyp für BIOS-Einstellungen;Speicher-Controller;;b;Wird durch eine Batterie auf dem Board gepuffert.;schwer;IHK
ALLE-HARDWARE-018;ALLE;HARDWARE;Grafik;SC;Onboard vs. Dediziert?;Onboard ist stärker;Dedizierte Karten haben eigenen VRAM;Onboard braucht mehr Strom;;b;Dedizierte GPUs sind für 3D-Anwendungen nötig.;mittel;IHK
ALLE-HARDWARE-019;ALLE;HARDWARE;RAM;SC;Was ist Latenz (CL)?;Taktrate;Verzögerung bis Datenausgabe;Modulgröße;;b;Niedrigere Werte bedeuten schnelleren Zugriff.;schwer;IHK
ALLE-HARDWARE-020;ALLE;HARDWARE;Netzteil;SC;Was ist 80 Plus?;Lebensdauer;Wirkungsgrad von mind. 80%;Max. 80 Watt;;b;Weniger Hitzeentwicklung und Stromkosten.;mittel;IHK
ALLE-HARDWARE-021;ALLE;HARDWARE;Monitor;SC;Reaktionszeit?;Startzeit;Zeit für Pixel-Farbwechsel;Hertz-Zahl;;b;Wichtig für schlierenfreie Darstellung.;leicht;IHK
ALLE-HARDWARE-022;ALLE;HARDWARE;CPU;SC;Hyper-Threading?;Übertakten;Simulation logischer Kerne;Virenschutz;;b;Bessere Auslastung der physischen Recheneinheiten.;mittel;IHK
ALLE-HARDWARE-023;ALLE;HARDWARE;Speicher;SC;NVMe vs. SATA?;NVMe nutzt PCIe;SATA ist schneller;NVMe braucht kein Kabel;;a;Bietet deutlich geringere Latenzen und höhere Bandbreite als SATA.;mittel;IHK
ALLE-HARDWARE-024;ALLE;HARDWARE;Mainboard;SC;Was ist ein BIOS-Flash?;Reinigung;Firmware-Update des BIOS/UEFI-Chips;Übertakten;;b;Aktualisiert die grundlegende System-Software für Hardware-Kompatibilität.;mittel;IHK
ALLE-HARDWARE-025;ALLE;HARDWARE;Server;SC;Was ist Hot-Swapping?;Übertakten;Austausch von Komponenten im laufenden Betrieb;Energiesparen;;b;Wichtig für Hochverfügbarkeit (z.B. Festplattentausch bei RAID).;mittel;IHK
ALLE-HARDWARE-026;ALLE;HARDWARE;Schnittstellen;SC;Wofür steht SATA?;Serial AT Attachment;Standard Analog Array;Super Audio Task;;a;Standard-Schnittstelle für Festplatten und SSDs.;mittel;IHK
ALLE-HARDWARE-027;ALLE;HARDWARE;RAID;SC;Vorteil RAID 5?;Nur Performance;Kombination aus Datensicherheit (Parität) und Geschwindigkeit;Nur Spiegelung;;b;Nutzt Paritätsdaten, um den Ausfall einer Platte zu verkraften.;schwer;IHK
ALLE-HARDWARE-028;ALLE;HARDWARE;CPU;SC;Was ist ein SoC?;System on a Chip (Hauptkomponenten auf einem Chip);Super over Clocking;Serial on Core;;a;Häufig in Smartphones und Tablets verbaut.;mittel;IHK
ALLE-HARDWARE-029;ALLE;HARDWARE;Speicher;SC;Was ist ein NAS?;Grafikspeicher;Network Attached Storage (Netzwerkspeicher);Neuer RAM-Standard;;b;Stellt Speicherplatz zentral im Netzwerk zur Verfügung.;leicht;IHK
ALLE-HARDWARE-030;ALLE;HARDWARE;RAM;SC;Was bedeutet ECC?;Extreme Cloud Computing;Error Correction Code (Fehlerkorrektur);Easy Core Control;;b;Wichtig für Serverstabilität, um Bitfehler zu korrigieren.;schwer;IHK
ALLE-HARDWARE-031;ALLE;HARDWARE;Schnittstellen;SC;Was ist Thunderbolt?;Ein Stromkabel;Hochgeschwindigkeitsschnittstelle für Daten/Video/Strom;Ein CPU-Lüfter;;b;Nutzt meist den USB-C Steckertyp.;mittel;IHK
ALLE-HARDWARE-032;ALLE;HARDWARE;CPU;SC;Was ist ein Register?;Ein Buch;Kleiner, extrem schneller Speicher direkt in der CPU;Ein Netzlaufwerk;;b;Wird für direkte Rechenoperationen der ALU genutzt.;schwer;IHK
ALLE-HARDWARE-033;ALLE;HARDWARE;Virtualisierung;SC;Was ist ein Hypervisor?;Ein schneller Prozessor;Software zur Verwaltung virtueller Maschinen;Ein Monitorständer;;b;Unterscheidung in Typ 1 (Bare-Metal) und Typ 2 (Hosted).;mittel;IHK
ALLE-HARDWARE-034;ALLE;HARDWARE;Anschlüsse;SC;Wofür steht VGA?;Video Graphics Array;Virtual Global Access;Visual Graphic Adapter;;a;Veraltete analoge Schnittstelle für Monitore.;leicht;IHK
ALLE-HARDWARE-035;ALLE;HARDWARE;SSD;SC;Was ist Wear Leveling?;Schutzhülle für SSDs;Verfahren zur gleichmäßigen Abnutzung der Speicherzellen;Übertaktungstaktik;;b;Verlängert die Lebensdauer von Flash-Speichern.;schwer;IHK
ALLE-HARDWARE-036;ALLE;HARDWARE;Grafik;SC;Was ist Raytracing?;Alte Zeichenmethode;Berechnung realistischer Lichtstrahlen und Reflexionen;Bildschirmreinigung;;b;Ermöglicht fotorealistische Grafik in Echtzeit.;mittel;IHK
ALLE-HARDWARE-037;ALLE;HARDWARE;Peripherie;SC;Was ist DPI (Maus/Drucker)?;Dots Per Inch (Auflösung/Empfindlichkeit);Digital Power Interface;Data Peripheral Input;;a;Gibt die Punktdichte oder Abtastrate an.;leicht;IHK
ALLE-HARDWARE-038;ALLE;HARDWARE;Display;SC;Was ist OLED?;Hintergrundbeleuchtung mit LED;Organische Leuchtdioden (selbstleuchtend);Besonders billige Displays;;b;Bietet perfektes Schwarz und hohen Kontrast.;mittel;IHK
ALLE-HARDWARE-039;ALLE;HARDWARE;Kühlung;SC;Was ist Wärmeleitpaste?;Kleber für Festplatten;Medium zur Verbesserung des Wärmeübergangs CPU -> Kühler;Schutzmittel gegen Staub;;b;Füllt mikroskopische Unebenheiten zwischen den Flächen.;leicht;IHK
ALLE-HARDWARE-040;ALLE;HARDWARE;Bus;SC;Was ist I2C?;Schneller Internetbus;Serieller Datenbus für die Kommunikation kleiner ICs;Kühlungsmethode;;b;Häufig in eingebetteten Systemen genutzt.;schwer;IHK
ALLE-HARDWARE-041;ALLE;HARDWARE;Energie;SC;Was beschreibt die TDP?;Taktrate;Thermal Design Power (max. Wärmeabgabe einer Komponente);Stromverbrauch im Idle;;b;Wichtig für die Dimensionierung des Kühlsystems.;mittel;IHK
ALLE-HARDWARE-042;ALLE;HARDWARE;Input;SC;Was ist Ghosting (Tastatur)?;Kaputte Tasten;Tastenanschläge werden bei Mehrfachdruck nicht erkannt;Unsichtbare Schrift;;b;Wichtig für Gaming-Tastaturen (N-Key Rollover).;mittel;IHK
ALLE-HARDWARE-043;ALLE;HARDWARE;SSD;SC;Was ist der TRIM-Befehl?;Löschen der SSD;Hinweis an die SSD, welche Datenbereiche nicht mehr benötigt werden;Verschlüsselungstakt;;b;Hält die Schreibgeschwindigkeit der SSD langfristig hoch.;schwer;IHK
ALLE-HARDWARE-044;ALLE;HARDWARE;CPU;SC;Was ist der Befehlssatz (ISA)?;Die Farbe der CPU;Die Schnittstelle zwischen Hardware und Software (z.B. x86, ARM);Ein Lüftermodell;;b;Definiert, welche Befehle der Prozessor verstehen und ausführen kann.;schwer;IHK
ALLE-HARDWARE-045;ALLE;HARDWARE;Netzteil;SC;Was ist die Aufgabe der 12V-Schiene?;Stromversorgung für USB;Versorgung von CPU und Grafikkarte;Nur für den Lüfter;;b;Die 12V-Leitung ist die wichtigste für leistungshungrige Komponenten.;mittel;IHK
ALLE-HARDWARE-046;ALLE;HARDWARE;Mainboard;SC;Was ist der Chipsatz?;Die CPU selbst;Die Steuerzentrale für den Datenaustausch auf dem Board;Ein Programm im Windows;;b;Verbindet CPU, RAM und Peripherie miteinander.;mittel;IHK
ALLE-HARDWARE-047;ALLE;HARDWARE;Display;SC;Was ist die Bildwiederholfrequenz (Hz)?;Anzahl der Pixel;Anzahl der Bilder, die pro Sekunde angezeigt werden;Die Helligkeit;;b;Höhere Werte (z.B. 144 Hz) sorgen für flüssigere Bewegungen.;leicht;IHK
ALLE-HARDWARE-048;ALLE;HARDWARE;Speicher;SC;Unterschied Single- vs. Dual-Channel?;Dual-Channel nutzt zwei Riegel gleichzeitig für mehr Bandbreite;Single-Channel ist schneller;Kein technischer Unterschied;;a;Verdoppelt theoretisch die Datentransferrate zum RAM.;mittel;IHK
ALLE-HARDWARE-049;ALLE;HARDWARE;Bus;SC;Was ist der Front Side Bus (FSB)?;Ein USB-Anschluss;Veraltete Verbindung zwischen CPU und Northbridge;Ein Stromkabel;;b;Wurde durch modernere Techniken wie QPI oder Infinity Fabric ersetzt.;schwer;IHK
ALLE-HARDWARE-050;ALLE;HARDWARE;RAID;SC;Was ist RAID 1?;Striping ohne Sicherheit;Mirroring (Spiegelung der Daten auf zwei Platten);Verbindung von 4 Platten;;b;Bietet hohe Datensicherheit durch Redundanz.;mittel;IHK
ALLE-HARDWARE-051;ALLE;HARDWARE;Kühlung;SC;Was ist ein Heatpipe?;Ein Stromkabel;Ein Rohr zur schnellen Wärmeleitung mittels Flüssigkeit/Dampf;Ein CPU-Kern;;b;Leitet Hitze effizient von der CPU zu den Kühlfinnen.;mittel;IHK
ALLE-HARDWARE-052;ALLE;HARDWARE;BIOS;SC;Was ist UEFI?;Ein neues Gehäuse;Moderner Nachfolger des klassischen BIOS;Ein Antivirus-System;;b;Bietet grafische Oberflächen und unterstützt größere Festplatten.;mittel;IHK
ALLE-HARDWARE-053;ALLE;HARDWARE;SSD;SC;Was bedeutet SLC, MLC, TLC?;SSD-Markennamen;Anzahl der Bits, die pro Speicherzelle gespeichert werden;Die Größe der SSD;;b;SLC (1 Bit) ist am langlebigsten, TLC (3 Bits) am günstigsten.;schwer;IHK
ALLE-HARDWARE-054;ALLE;HARDWARE;Netzteil;SC;Was ist modulares Kabelmanagement?;Kabel sind fest verbaut;Nicht benötigte Kabel können am Netzteil abgesteckt werden;Kabel sind bunt;;b;Sorgt für bessere Ordnung und Luftstrom im Gehäuse.;leicht;IHK
ALLE-HARDWARE-055;ALLE;HARDWARE;CPU;SC;Was ist ein Kern (Core)?;Die Verpackung der CPU;Eine eigenständige Recheneinheit innerhalb der CPU;Der Stromanschluss;;b;Mehr Kerne erlauben besseres Multitasking.;leicht;IHK
ALLE-HARDWARE-056;ALLE;HARDWARE;Schnittstellen;SC;Wofür steht HDMI?;High Definition Multimedia Interface;High Digital Media Input;Home Digital Music Interface;;a;Standard für digitale Video- und Audioübertragung.;leicht;IHK
ALLE-HARDWARE-057;ALLE;HARDWARE;RAM;SC;Was ist DDR-RAM?;Speicher für Drucker;Double Data Rate (Datenübertragung bei steigender/fallender Flanke);Ein sehr langsamer RAM;;b;Aktueller Standard ist DDR4 oder DDR5.;mittel;IHK
ALLE-HARDWARE-058;ALLE;HARDWARE;Anschlüsse;SC;Was ist USB-C?;Ein schnellerer USB-A Stecker;Ein symmetrischer Steckerstandard für Daten und Strom;Nur für Apple-Geräte;;b;Kann beidseitig eingesteckt werden und unterstützt viele Protokolle.;leicht;IHK
ALLE-HARDWARE-059;ALLE;HARDWARE;CPU;SC;Was ist der L3-Cache?;Der kleinste Cache;Größerer, gemeinsamer Cache für alle CPU-Kerne;Externer Speicher;;b;Reduziert Zugriffe auf den langsameren Hauptspeicher.;mittel;IHK
ALLE-HARDWARE-060;ALLE;HARDWARE;Peripherie;SC;Was ist ein Scanner?;Ein Ausgabegerät;Gerät zum Digitalisieren von Dokumenten/Bildern;Ein Drucker;;b;Wandelt analoge Vorlagen in digitale Daten um.;leicht;IHK
ALLE-HARDWARE-061;ALLE;HARDWARE;Speicher;SC;Was ist SDRAM?;Speicher für Kameras;Synchronous Dynamic RAM (getaktet mit dem Systembus);Langsamer Festplattenspeicher;;b;Vorgänger der heutigen DDR-Speicher.;schwer;IHK
ALLE-HARDWARE-062;ALLE;HARDWARE;Grafik;SC;Was ist VRAM?;Normaler Arbeitsspeicher;Videospeicher auf der Grafikkarte für Texturen/Framebuffers;Ein Cloud-Speicher;;b;Wichtig für hohe Auflösungen und komplexe 3D-Modelle.;mittel;IHK
ALLE-HARDWARE-063;ALLE;HARDWARE;SSD;SC;Was ist ein NVMe-Steckplatz?;Ein S-ATA Anschluss;Nutzt die PCIe-Schnittstelle für extrem schnelle SSD-Anbindung;Ein USB-Slot;;b;Ermöglicht deutlich höhere Raten als der alte S-ATA Standard.;mittel;IHK
ALLE-HARDWARE-064;ALLE;HARDWARE;Netzteil;SC;Was ist die Effizienz eines Netzteils?;Maximale Wattzahl;Verhältnis von abgegebener Leistung zu aufgenommener Leistung;Lüfterdrehzahl;;b;Wird oft durch 80 PLUS Zertifikate (Bronze, Gold, etc.) angegeben.;mittel;IHK
ALLE-HARDWARE-065;ALLE;HARDWARE;CPU;SC;Was ist Thermal Throttling?;Übertaktung;Drosselung der CPU-Leistung bei Überhitzung;Energiesparen im Idle;;b;Schützt die Hardware vor physischen Schäden durch Hitze.;mittel;IHK
ALLE-HARDWARE-066;ALLE;HARDWARE;Monitor;SC;Was ist die Latenz (Grey-to-Grey)?;Die Stromaufnahme;Zeit, die ein Pixel für den Farbwechsel benötigt;Anzahl der Anschlüsse;;b;Niedrige Werte sind wichtig für Gaming.;mittel;IHK
ALLE-HARDWARE-067;ALLE;HARDWARE;Speicher;SC;Was ist DRAM?;Speicher für USB;Dynamic RAM (muss regelmäßig aufgefrischt werden);Statische Festplatte;;b;Günstiger und dichter als SRAM, aber langsamer.;schwer;IHK
ALLE-HARDWARE-068;ALLE;HARDWARE;Grafik;SC;Was ist DLSS/FSR?;Bildschirmreinigung;KI-gestütztes Hochskalieren von Bildern für mehr FPS;Monitoranschluss;;b;Erlaubt flüssiges Spielen in hohen Auflösungen.;schwer;IHK
ALLE-HARDWARE-069;ALLE;HARDWARE;SSD;SC;Was ist M.2?;Ein Dateisystem;Ein kompakter Formfaktor für SSDs und Erweiterungskarten;Eine CPU-Marke;;b;Wird direkt auf das Mainboard gesteckt.;leicht;IHK
ALLE-HARDWARE-070;ALLE;HARDWARE;Schnittstellen;SC;Was ist Thunderbolt 4?;Ein Stromkabel;Schnittstelle für Daten, Video und Laden via USB-C;Ein WLAN-Standard;;b;Bietet bis zu 40 Gbit/s Übertragungsrate.;mittel;IHK
ALLE-HARDWARE-071;ALLE;HARDWARE;Lüfter;SC;Was ist PWM?;Ein Stromanschluss;Pulsweitenmodulation zur Steuerung der Lüfterdrehzahl;Ein Kühlmittel;;b;Ermöglicht feine Steuerung über das Mainboard.;mittel;IHK
ALLE-HARDWARE-072;ALLE;HARDWARE;CPU;SC;Was ist ein Core (Kern)?;Die Verpackung;Eine physische Recheneinheit der CPU;Ein Kabel;;b;Mehr Kerne erlauben parallele Aufgabenbearbeitung.;leicht;IHK
ALLE-HARDWARE-073;ALLE;HARDWARE;Speicher;SC;Was ist eine HDD?;Elektronischer Speicher;Hard Disk Drive (Magnetspeicher mit rotierenden Scheiben);Ein USB-Stick;;b;Günstiger Massenspeicher, aber langsamer als SSD.;leicht;IHK
ALLE-HARDWARE-074;ALLE;HARDWARE;Peripherie;SC;Was ist ein Plotter?;Eine Maus;Großformatdrucker für technische Zeichnungen;Ein Scanner;;b;Wird oft in der Architektur oder im Maschinenbau genutzt.;leicht;IHK
ALLE-HARDWARE-075;ALLE;HARDWARE;Netzteil;SC;Was ist 80 PLUS Gold?;Preisklasse;Zertifikat für hohen Wirkungsgrad (Energieeffizienz);Netzteilfarbe;;b;Bedeutet weniger Abwärme und Stromkosten.;mittel;IHK
ALLE-HARDWARE-076;ALLE;HARDWARE;Kühlung;SC;Was ist eine AIO-Wasserkühlung?;Nur Luftkühlung;All-In-One geschlossenes Wasserkühlungssystem;Eine CPU-Marke;;b;Wartungsfrei im Vergleich zu Custom-Loops.;mittel;IHK
ALLE-HARDWARE-077;ALLE;HARDWARE;RAID;SC;Was ist RAID 10?;Nur Striping;Kombination aus RAID 1 (Spiegelung) und RAID 0 (Striping);RAID für 10 Platten;;b;Bietet sehr hohe Performance und Sicherheit.;schwer;IHK
ALLE-HARDWARE-078;ALLE;HARDWARE;Monitor;SC;Was ist HDR?;Geringe Auflösung;High Dynamic Range (höherer Kontrast/Farbumfang);Stromsparmodus;;b;Sorgt für realistischere Licht- und Schatteneffekte.;mittel;IHK
ALLE-HARDWARE-079;ALLE;HARDWARE;CPU;SC;Was ist Übertakten (Overclocking)?;CPU drosseln;Erhöhen der Taktrate über die Herstellerspezifikation;Mehr RAM einbauen;;b;Erhöht die Leistung, aber auch Hitze und Stromverbrauch.;mittel;IHK
ALLE-HARDWARE-080;ALLE;HARDWARE;Storage;SC;Was ist JBOD?;RAID-System;Just a Bunch of Disks (Zusammenschluss ohne RAID-Logik);Ein SSD-Typ;;b;Platten werden einfach hintereinander gehängt.;schwer;IHK
ALLE-HARDWARE-081;ALLE;HARDWARE;Anschlüsse;SC;Was ist DisplayPort?;Ein Stromstecker;Digitale Schnittstelle für Bild und Ton;Ein USB-Standard;;b;Konkurrent zu HDMI, oft im PC-Bereich genutzt.;leicht;IHK
ALLE-HARDWARE-082;ALLE;HARDWARE;Kühlung;SC;Was ist Passive Kühlung?;Kühlung mit Wasser;Kühlung nur durch Kühlkörper ohne Lüfter;Stickstoffkühlung;;b;Vorteil: Lautlos. Nachteil: Geringere Kühlleistung.;leicht;IHK
ALLE-HARDWARE-083;ALLE;HARDWARE;CPU;SC;Was ist Hyper-Threading (SMT)?;Übertakten;Simulation von zwei logischen Kernen pro physischem Kern;Virenschutz;;b;Verbessert die Auslastung der Rechenwerke.;mittel;IHK
ALLE-HARDWARE-084;ALLE;HARDWARE;CPU;SC;Was ist die ALU?;Ein Speichertyp;Arithmetic Logic Unit (Rechenwerk der CPU);Ein Lüfter;;b;Führt alle arithmetischen und logischen Operationen aus.;schwer;IHK
ALLE-HARDWARE-085;ALLE;HARDWARE;Monitor;SC;Was ist G-Sync / FreeSync?;Ein Stromsparmodus;Technik zur Synchronisation von Monitor und Grafikkarte;Ein Farbprofil;;b;Verhindert 'Screen Tearing' (Bildreißen) beim Gaming.;mittel;IHK
ALLE-HARDWARE-086;ALLE;HARDWARE;SSD;SC;Was ist QLC-Speicher?;Schnellster Speicher;Quadruple Level Cell (4 Bit pro Zelle);Ein RAM-Typ;;b;Bietet hohe Kapazität zum günstigen Preis, aber geringere Haltbarkeit.;mittel;IHK
ALLE-HARDWARE-087;ALLE;HARDWARE;Lüfter;SC;Was ist ein Radiallüfter?;Normaler Gehäuselüfter;Lüfter, der Luft seitlich ausstößt (Turbine);Ein Wasserkühler;;b;Oft auf Grafikkarten im Referenzdesign zu finden.;mittel;IHK
ALLE-HARDWARE-088;ALLE;HARDWARE;CPU;SC;Was ist der Multiplikator?;Anzahl der Kerne;Faktor, mit dem der Basistakt multipliziert wird (CPU-Takt);Stromverbrauch;;b;Ein freier Multiplikator ist wichtig für Overclocking.;schwer;IHK
ALLE-HARDWARE-089;ALLE;HARDWARE;Mainboard;SC;Was ist die Northbridge (traditionell)?;Ein USB-Hub;Chip zur Anbindung von CPU an RAM und Grafikkarte;Ein Soundchip;;b;Heute meist direkt in die CPU integriert.;schwer;IHK
ALLE-HARDWARE-090;ALLE;HARDWARE;RAID;SC;Nachteil RAID 0?;Sehr langsam;Keine Redundanz (eine defekte Platte = Totalverlust);Sehr teuer;;b;Wird nur für Performance (Striping) genutzt.;mittel;IHK
ALLE-HARDWARE-091;ALLE;HARDWARE;Speicher;SC;Was ist LPDDR-RAM?;Großer RAM;Low Power DDR (stromsparender RAM für Mobilgeräte);Schnellster PC-RAM;;b;Wird oft in Laptops und Smartphones verlötet.;mittel;IHK
ALLE-HARDWARE-092;ALLE;HARDWARE;CPU;SC;Was ist ein Thread?;Ein Kabel;Ein Ausführungsstrang innerhalb eines Prozesses;Ein CPU-Kern;;b;Ein Prozess kann aus vielen Threads bestehen.;schwer;IHK
ALLE-HARDWARE-093;ALLE;HARDWARE;Netzteil;SC;Was ist Ripple/Restwelligkeit?;Kabelfarbe;Schwankungen der Gleichspannung nach der Wandlung;Lüftergeräusch;;b;Hohe Werte können die Hardware instabil machen.;schwer;IHK
ALLE-HARDWARE-094;ALLE;HARDWARE;Bus;SC;Was ist PCIe (Peripheral Component Interconnect Express)?;Ein USB-Standard;Serieller Hochgeschwindigkeits-Bus für Erweiterungskarten;Ein Stromstecker;;b;Wird für Grafikkarten und NVMe-SSDs genutzt.;leicht;IHK
ALLE-HARDWARE-095;ALLE;HARDWARE;Schnittstellen;SC;Was ist HDMI-ARC?;Ein Grafikfilter;Audio Return Channel (Ton wird an Anlage zurückgeschickt);Ein Bildformat;;b;Spart ein separates Audiokabel zwischen TV und Receiver.;mittel;IHK
ALLE-HARDWARE-096;ALLE;HARDWARE;CPU;SC;Was ist eine Register-Datei?;Ein PDF;Schnellster Speicherort für Operanden in der CPU;Ein Archiv;;b;Wird direkt von der ALU angesprochen.;schwer;IHK
ALLE-HARDWARE-097;ALLE;HARDWARE;Speicher;SC;Was ist CAS Latency (CL)?;Taktrate;Verzögerung zwischen Befehl und Bereitstellung der Daten;Speicherkapazität;;b;Ein niedrigerer Wert bedeutet schnelleren Zugriff.;schwer;IHK
ALLE-HARDWARE-098;ALLE;HARDWARE;Peripherie;SC;Was ist ein KVM-Switch?;Netzwerk-Switch;Gerät zur Steuerung mehrerer PCs mit einer Maus/Tastatur;Grafikkarte;;b;Keyboard, Video, Mouse.;leicht;IHK
ALLE-HARDWARE-099;ALLE;HARDWARE;CPU;SC;Was ist die TDP (Thermal Design Power)?;Max. Taktrate;Max. zu erwartende Wärmeabgabe zur Kühler-Dimensionierung;Strompreis;;b;Wird in Watt angegeben.;mittel;IHK
ALLE-HARDWARE-100;ALLE;HARDWARE;Peripherie;SC;Was ist eine USV?;Stromzähler;Unterbrechungsfreie Stromversorgung;Backup-Software;;b;Schützt vor Datenverlust bei Stromausfall.;leicht;IHK
ALLE-HARDWARE-101;ALLE;HARDWARE;Display;SC;Was ist die Pixeldichte (PPI)?;Helligkeit;Pixel pro Zoll (Schärfe des Displays);Anzahl der Farben;;b;Pixels Per Inch.;mittel;IHK
ALLE-HARDWARE-102;ALLE;HARDWARE;Anschlüsse;SC;Was ist ein Toslink-Anschluss?;Stromkabel;Optische Schnittstelle für digitale Audiosignale;USB-Ersatz;;b;Nutzt Lichtleiter zur Übertragung.;mittel;IHK
ALLE-HARDWARE-103;ALLE;HARDWARE;Speicher;SC;Was ist SRAM?;Langsamer RAM;Static RAM (sehr schnell, meist als Cache genutzt);Festplattenspeicher;;b;Benötigt keinen Refresh-Zyklus, ist aber teurer als DRAM.;schwer;IHK
ALLE-HARDWARE-104;ALLE;HARDWARE;Netzteil;SC;Was ist die 12V-Schiene?;Strom für USB;Hauptstromversorgung für CPU und Grafikkarte;Lüfterstrom;;b;Moderne Hardware bezieht fast die gesamte Leistung von hier.;mittel;IHK
ALLE-HARDWARE-105;ALLE;HARDWARE;SSD;SC;Was bedeutet TRIM?;Speicher löschen;Befehl zur Optimierung der Schreibperformance bei SSDs;Ein Gehäusetyp;;b;Informiert die SSD über nicht mehr benötigte Datenblöcke.;schwer;IHK
ALLE-HARDWARE-106;ALLE;HARDWARE;Monitor;SC;Was ist IPS?;CPU-Marke;Panel-Technologie für hohe Farbtreue und Blickwinkel;Ein Monitor-Kabel;;b;In-Plane Switching.;mittel;IHK
ALLE-HARDWARE-107;ALLE;HARDWARE;CPU;SC;Was ist ein Chiplet?;Ein kleiner Lüfter;Modularer Baustein einer CPU (z.B. bei AMD Ryzen);Ein RAM-Typ;;b;Erlaubt günstigere Produktion großer Multi-Core-CPUs.;schwer;IHK
