id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
FIAE-TST-011;FIAE;FIAE-TST;Testverfahren;SC;Was prüft die Grenzwertanalyse?;Werte an den Rändern von Äquivalenzklassen;Zufällige Werte;Alle Eingaben gleichzeitig;Ausschließlich gültige Werte;a;Die Grenzwertanalyse testet Werte direkt an den Klassengrenzen, da dort Fehler besonders häufig auftreten.;mittel;ISTQB
FIAE-TST-012;FIAE;FIAE-TST;Teststufen;SC;Was besagt die Testpyramide?;Viele Unit-Tests, weniger Integrations- und noch weniger UI-Tests;Viele UI-Tests und kaum Unit-Tests;Alle Testarten zu gleichen Teilen;Nur manuelle Tests;a;Die Testpyramide empfiehlt viele schnelle Unit-Tests, eine mittlere Zahl von Integrationstests und wenige UI-Tests.;mittel;Testpyramide (Cohn)
FIAE-TST-013;FIAE;FIAE-TST;Testarten;SC;Was ist ein statischer Test?;Eine Prüfung ohne Ausführung des Programms, z. B. ein Review;Ein Test mit laufendem Programm;Ein Lasttest;Ein Test auf Produktionsdaten;a;Statische Tests prüfen Artefakte wie Code oder Dokumente ohne Ausführung, z. B. durch Reviews oder Analysetools.;mittel;ISTQB
FIAE-TST-014;FIAE;FIAE-TST;Testwerkzeuge;SC;Welche Aufgabe hat eine Testfallverwaltung?;Testfälle, Ergebnisse und Nachvollziehbarkeit systematisch zu organisieren;Den Quellcode zu kompilieren;Das Netzwerk zu überwachen;Die Hardware zu prüfen;a;Testfallverwaltung dokumentiert Testfälle, Durchführung und Ergebnisse und ermöglicht Nachvollziehbarkeit.;leicht;ISTQB
FIAE-TST-015;FIAE;FIAE-TST;Qualität;SC;Was ist ein Regressionstest?;Erneutes Testen nach Änderungen, um neue Fehler auszuschließen;Der erste Test eines neuen Moduls;Ein Test der Datenbankperformance;Ein Test ohne Testfälle;a;Regressionstests wiederholen bestehende Testfälle nach Änderungen, um unbeabsichtigte Nebenwirkungen zu erkennen.;leicht;ISTQB
FIAE-TST-016;FIAE;FIAE-TST;Testverfahren;SC;Was kennzeichnet ein Blackbox-Test?;Getestet wird über die Schnittstellen ohne Kenntnis des Quellcodes;Der Quellcode wird zeilenweise geprüft;Es werden nur Kommentare geprüft;Es wird nur die Datenbank geprüft;a;Blackbox-Tests prüfen Ein- und Ausgaben gegen die Spezifikation, ohne den inneren Aufbau zu kennen.;leicht;Rahmenlehrplan FIAE
FIAE-TST-017;FIAE;FIAE-TST;Testverfahren;SC;Was kennzeichnet ein Whitebox-Test?;Die interne Struktur und die Verzweigungen werden berücksichtigt;Der Quellcode bleibt verborgen;Es wird nur die Oberfläche geprüft;Es werden nur Anforderungen geprüft;a;Whitebox-Tests nutzen Kenntnisse des Quellcodes, etwa Anweisungs-, Zweig- und Pfadüberdeckung.;mittel;Rahmenlehrplan FIAE
FIAE-TST-018;FIAE;FIAE-TST;Testverfahren;SC;Was ist eine Äquivalenzklasse?;Eine Gruppe von Eingaben, die vom Programm gleich behandelt werden;Eine Gruppe von Fehlern;Ein Testprotokoll;Eine Klasse im Klassendiagramm;a;Aus jeder Äquivalenzklasse genügt ein stellvertretender Testfall, das reduziert die Testanzahl.;mittel;Rahmenlehrplan FIAE
FIAE-TST-019;FIAE;FIAE-TST;Testverfahren;SC;Worauf zielt die Grenzwertanalyse?;Auf Werte an den Rändern gültiger Bereiche;Auf beliebige Zufallswerte;Auf die Ausführungszeit;Auf die Anzahl der Kommentare;a;Fehler treten häufig an Bereichsgrenzen auf, deshalb werden Minimum, Maximum und die direkten Nachbarn getestet.;mittel;Rahmenlehrplan FIAE
FIAE-TST-020;FIAE;FIAE-TST;Teststufen;MC;Welche Teststufen werden unterschieden?;Modultest;Integrationstest;Systemtest;Gehaltstest;a,b,c;Übliche Stufen sind Modul-, Integrations-, System- und Abnahmetest.;leicht;Rahmenlehrplan FIAE
FIAE-TST-021;FIAE;FIAE-TST;Teststufen;SC;Was prüft ein Integrationstest?;Das Zusammenspiel mehrerer Module;Eine einzelne Methode;Die Bedienbarkeit durch den Kunden;Die Hardware;a;Der Integrationstest prüft Schnittstellen und das Zusammenspiel bereits getesteter Komponenten.;mittel;Rahmenlehrplan FIAE
FIAE-TST-022;FIAE;FIAE-TST;Regressionstest;SC;Wozu dient ein Regressionstest?;Um sicherzustellen, dass Änderungen keine Funktionen beschädigen;Um neue Funktionen zu entwerfen;Um die Datenbank zu normalisieren;Um Anforderungen zu erheben;a;Regressionstests werden nach Änderungen wiederholt, um ungewollte Nebenwirkungen zu erkennen.;mittel;Rahmenlehrplan FIAE
FIAE-TST-023;FIAE;FIAE-TST;Testautomatisierung;SC;Was ist Test-Driven Development?;Zuerst wird ein Test geschrieben, dann die Implementierung;Zuerst wird die Dokumentation geschrieben;Tests entstehen erst nach der Auslieferung;Tests werden nur manuell durchgeführt;a;Bei TDD wird der Test vor dem Code erstellt (Red-Green-Refactor), was die Testabdeckung erhöht.;schwer;Rahmenlehrplan FIAE
FIAE-TST-024;FIAE;FIAE-TST;Testautomatisierung;SC;Wozu dient ein Mock in einem Unit-Test?;Zum Ersetzen von Abhängigkeiten durch kontrollierte Testobjekte;Zum Beschleunigen der Kompilierung;Zum Formatieren des Quellcodes;Zum Erzeugen von Testdatenbanken;a;Mocks simulieren abhängige Komponenten, damit die getestete Einheit isoliert betrachtet werden kann.;schwer;Rahmenlehrplan FIAE
FIAE-TST-025;FIAE;FIAE-TST;Qualitätssicherung;FT;Wie nennt man den Anteil des durch Tests abgedeckten Quellcodes?;;;;;Testabdeckung|Coverage|Code Coverage;Die Testabdeckung gibt an, welcher Anteil der Anweisungen oder Zweige durch Tests durchlaufen wird.;mittel;Rahmenlehrplan FIAE
FIAE-TST-026;FIAE;FIAE-TST;Debugging;SC;Was ist ein Breakpoint im Debugger?;Eine Markierung, an der die Ausführung angehalten wird;Ein Fehler im Quellcode;Ein Testfall;Eine Protokolldatei;a;An Breakpoints hält das Programm an, sodass Variablen und Ablauf untersucht werden können.;leicht;Rahmenlehrplan FIAE
FIAE-TST-027;FIAE;FIAE-TST;Testing;SC;Wann wird ein Regressionstest typischerweise durchgeführt?;Nach Änderungen am Code, um sicherzustellen, dass bestehende Funktionen weiterhin korrekt arbeiten;Nur einmalig vor dem allerersten Release;Ausschließlich bei der Installation der Entwicklungsumgebung;Nur bei der Abnahme durch den Kunden;a;Regressionstests laufen typischerweise nach jeder Codeänderung (z. B. in der CI-Pipeline), um neue Fehler in bestehender Funktionalität frühzeitig zu erkennen.;mittel;IHK
FIAE-TST-028;FIAE;FIAE-TST;Testing;SC;Was ist ein White-Box-Test?;Test ohne Code-Kenntnis;Test mit Einblick in den Quellcode und die innere Struktur;Test im Freien;Test ausschließlich der Benutzeroberfläche;b;Prüft Pfade, Schleifen und die Logik des Programms.;mittel;IHK
FIAE-TST-029;FIAE;FIAE-TST;Testing;SC;Was ist ein Black-Box-Test?;Test mit Einblick in den Code;Funktionstest ohne Kenntnis der inneren Programmlogik;Hardware-Stresstest;Test der internen Codequalität;b;Der Tester prüft nur Eingabe und das resultierende Ergebnis.;leicht;IHK
FIAE-TST-030;FIAE;FIAE-TST;Testing;SC;Was ist Akzeptanztesting?;Test durch die Entwickler;Test durch den Kunden zur Abnahme der Software;Code-Review;Automatisierter Test durch ein Testframework;b;Letzte Phase vor dem Go-Live.;mittel;IHK
FIAE-TST-031;FIAE;FIAE-TST;Testing;SC;Was ist ein Integrationstest?;Test von Einzelmodulen;Test des Zusammenspiels verschiedener Komponenten;Test durch Endnutzer;Test einer einzelnen Methode;b;Prüft Schnittstellen zwischen bereits getesteten Units.;mittel;IHK
FIAE-TST-032;FIAE;FIAE-TST;Testing;SC;Was ist ein Unit Test?;Test der Hardware;Test einer kleinstmöglichen Code-Einheit (z.B. Methode);Test durch Kunden;Test der Zusammenarbeit mehrerer Systeme;b;Sichert die Funktionalität auf unterster Ebene.;mittel;IHK
FIAE-TST-033;FIAE;FIAE-TST;Testing;SC;Was ist ein Akzeptanztest?;Virensuchlauf;Abnahmeprüfung der Software durch den Kunden;Code-Review;Prüfung der Codequalität durch Entwickler;b;Entscheidet über die Abnahme des Projekts.;leicht;IHK
FIAE-TST-034;FIAE;FIAE-TST;Testing;SC;Was ist ein Stresstest?;Virenscan;Prüfung des Systems unter extremer Last;Normaler Funktionstest;Prüfung der Benutzeroberfläche auf Barrierefreiheit;b;Soll das Verhalten bei Überlastung klären.;leicht;IHK
FIAE-TST-035;FIAE;FIAE-TST;Testing;SC;Was ist Regressionstesting?;Testen neuer Features;Prüfung, ob bestehende Funktionen nach Änderungen noch gehen;Hardware-Test;Erstprüfung neu entwickelter Funktionen;b;Verhindert, dass alte Fehler neu eingebaut werden.;mittel;IHK
FIAE-TST-036;FIAE;FIAE-TST;Testing;SC;Was ist ein Unit-Test?;Test des ganzen Systems;Test einzelner, kleinster Code-Einheiten (Funktionen);Hardware-Test;Test der Datenbankverbindung;b;Wird meist vom Entwickler selbst geschrieben.;mittel;IHK
FIAE-TST-037;FIAE;FIAE-TST;Testing;SC;Was ist ein Smoke-Test?;Virentest;Schneller Test der Basisfunktionalität nach einem Build;Hardware-Test;Ausführlicher Test aller Systemfunktionen;b;Prüft, ob das System im Kern 'läuft' oder 'raucht'.;mittel;Zusatz
FIAE-TST-038;FIAE;FIAE-TST;Testing;SC;Was ist ein Lasttest?;Virentest;Prüfung der Systemreaktion bei hoher Beanspruchung;Hardware-Wiegung;Prüfung der Codeformatierung;b;Ermittelt, wann ein System unter Druck instabil wird.;mittel;Zusatz
FIAE-TST-039;FIAE;FIAE-TST;Testing;SC;Was ist ein Systemtest?;Einzeltest;Test des gesamten Systems gegen die Anforderungen;Virentest;Test einer einzelnen Funktion isoliert;b;Findet nach dem Integrationstest statt.;mittel;Zusatz
FIAE-TST-040;FIAE;FIAE-TST;Testing;SC;Was ist ein Modultest?;Gesamtsystem-Test;Prüfung der kleinsten Funktionseinheiten (Unit Test);Hardware-Test;Test der Zusammenarbeit aller Systeme;b;Soll Fehler frühzeitig auf Code-Ebene finden.;leicht;Zusatz
