id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle;lernfeld
FISI-NET-232;FISI;FISI-NET;Monitoring;SC;Was ist SNMP (Port 161)?;Mail-Versand;Protokoll zum Management/Überwachung von Netzwerkgeräten;Dateitransfer;Protokoll zur Zeitsynchronisation von Servern;b;Simple Network Management Protocol.;mittel;Zusatz;LF11b
FISI-NET-235;FISI;FISI-NET;Monitoring;SC;Was ist Wireshark?;Ein Virenscanner;Software zur Analyse von Netzwerkprotokollen (Sniffer);Ein Router;Firewall zur Blockierung von Angriffen;b;Standard-Tool für Netzwerktechniker.;leicht;Zusatz;LF11b
FISI-NET-237;FISI;FISI-NET;Hardware;SC;Was ist ein Loadbalancer?;Stromspar-Modul;Verteilt Netzwerkanfragen auf mehrere Server;Ein Router;Speichert Sicherungskopien der Datenbank;b;Verhindert Überlastung einzelner Systeme.;mittel;Zusatz;LF11b
FISI-NET-238;FISI;FISI-NET;VPN;SC;Was unterscheidet ein Site-to-Site-VPN von einem Client-to-Site-VPN?;Ein Site-to-Site-VPN koppelt zwei Standortnetze dauerhaft, ein Client-to-Site-VPN bindet einen einzelnen Rechner in ein entferntes Netz ein;Ein Site-to-Site-VPN läuft über eine unverschlüsselte Standleitung im Klartext, ein Client-to-Site-VPN verschlüsselt die Daten während der gesamten Übertragung;Ein Site-to-Site-VPN wird über einen zufällig gewählten freien Port nach jedem Neustart neu aufgebaut, ein Client-to-Site-VPN läuft dagegen über Port 80;Ein Site-to-Site-VPN benötigt aus technischer Sicht keine Authentifizierung der Gegenstelle, ein Client-to-Site-VPN verlangt sie beim Verbindungsaufbau;a;Site-to-Site-VPNs koppeln zwei Standortnetze über eine feste Tunnelverbindung, Client-to-Site-VPNs (auch Remote-Access-VPN) verbinden einzelne Endgeräte mit dem Firmennetz – beide verschlüsseln den Datenverkehr.;leicht;IHK;LF11b
FISI-NET-239;FISI;FISI-NET;VPN;SC;Worin unterscheiden sich IPsec und ein SSL/TLS-basiertes VPN grundlegend?;IPsec überträgt Daten über kurze Bluetooth-Verbindungen zwischen zwei benachbarten Geräten im selben Raum bei sehr begrenzter Reichweite;IPsec setzt auf der Netzwerkschicht an und tunnelt den kompletten IP-Verkehr, SSL/TLS-VPN sichert meist gezielt einzelne Anwendungen ab;SSL/TLS-VPN benötigt eine zweite, separate physische Netzwerkkarte direkt am Endgerät des Clients, zusätzlich zur internen Karte;IPsec kann Daten nicht verschlüsseln, sondern dient der reinen Signalübertragung zwischen zwei technischen Endpunkten;b;IPsec setzt auf der Vermittlungsschicht an und tunnelt den gesamten IP-Verkehr, während SSL/TLS-VPNs (etwa per Browser oder Client-App) oft nur einzelne Anwendungen oder Portale absichern.;mittel;IHK;LF11b
FISI-NET-240;FISI;FISI-NET;VPN;SC;Welche Aufgabe hat das Tunneling-Protokoll bei einer VPN-Verbindung?;Es tauscht die IP-Adressen der beteiligten Geräte gegen zufällig generierte, temporäre Adressen für die Dauer der Sitzung aus;Es weist den Benutzerkonten innerhalb der Zielanwendung neue, erweiterte Zugriffsrechte für die Sitzungsdauer zu;Es kapselt die Nutzdaten in zusätzliche Header, sodass sie über ein fremdes Netz wie über ein eigenes privates Netz transportiert werden;Es kümmert sich um die Verlegung der physischen Kabel zwischen den beiden beteiligten Standorten direkt vor Ort;c;Tunneling-Protokolle wie IPsec, OpenVPN oder WireGuard kapseln die eigentlichen Nutzdatenpakete in zusätzliche Header, sodass sie über ein öffentliches Netz wie durch ein privates Netz transportiert werden können.;mittel;IHK;LF11b
FISI-NET-241;FISI;FISI-NET;VPN;SC;Warum findet bei einem VPN neben der Verschlüsselung meist auch eine Authentifizierung der Endpunkte statt?;Die Verschlüsselung selbst schützt technisch keine übertragenen Daten vor nachträglichem unbefugtem Mitlesen im Netzwerk;Die Übertragungsgeschwindigkeit im Tunnel steigt dadurch spürbar über den Normalwert;Erst die Authentifizierung legt fest, welches Protokoll für den Tunnel verwendet wird;So können sich am Tunnel von vornherein nur die dafür vorgesehenen Geräte oder Personen anmelden;d;Verschlüsselung schützt die Vertraulichkeit der Daten, Authentifizierung stellt zusätzlich sicher, dass nur berechtigte Geräte/Nutzer den Tunnel überhaupt aufbauen dürfen – beide Mechanismen ergänzen sich.;mittel;IHK;LF11b
FISI-NET-242;FISI;FISI-NET;Virtualisierung;SC;Was ist der wesentliche Vorteil von Software-Defined Networking (SDN) gegenüber klassischer Netzwerkverwaltung?;Ein zentraler Controller übernimmt die Steuerungslogik, getrennt von der Weiterleitungshardware der einzelnen Switches;Netzwerkkabel werden in diesem Modell durch drahtlose Funkverbindungen zwischen den einzelnen Switches im Rechenzentrum ersetzt;Ein einzelner Switch bleibt weiterhin über seine eigene lokale Kommandozeile separat zu pflegen;Die Bandbreite der physischen Leitungen steigt dadurch spürbar über den bisherigen Normalwert hinaus an;a;Bei SDN wird die Steuerungsebene (Control Plane) von einem zentralen Controller übernommen, getrennt von der Weiterleitungsebene (Data Plane) auf den Switches – das vereinfacht zentrale Konfiguration und Automatisierung.;schwer;IHK;LF11b
FISI-NET-243;FISI;FISI-NET;Virtualisierung;SC;Wozu dient VXLAN als Overlay-Technologie in virtualisierten Rechenzentrumsnetzen?;Es tauscht das klassische IP-Protokoll gegen ein neues, herstellerspezifisches Adressierungsschema am Switch aus;Es kapselt Layer-2-Frames in UDP-Pakete, um virtuelle Netzsegmente über eine Layer-3-Infrastruktur hinweg fortzusetzen;Es verschlüsselt die physische Kabelverbindung zwischen zwei Servern im selben Rechenzentrum durchgehend;Es begrenzt die Anzahl gleichzeitig aktiver VLANs auf den festen Wert 4096, eine höhere Zahl ist technisch nicht vorgesehen;b;VXLAN kapselt Ethernet-Frames in UDP-Pakete und erlaubt so, Layer-2-Netzsegmente über eine geroutete Layer-3-Infrastruktur hinweg zu erweitern – wichtig für große virtualisierte und Cloud-Rechenzentren.;schwer;IHK;LF11b
FISI-NET-244;FISI;FISI-NET;Virtualisierung;SC;Worin liegt der grundlegende Unterschied zwischen Netzwerkvirtualisierung und Servervirtualisierung?;Netzwerkvirtualisierung betrifft in erster Linie die Stromversorgung von Serverracks, nicht die eigentliche Datenübertragung;Servervirtualisierung ist technisch an den Betrieb in gemieteten Cloud-Rechenzentren gebunden und dort umsetzbar;Netzwerkvirtualisierung bildet logische Netzstrukturen auf physischer Infrastruktur ab, Servervirtualisierung teilt die Rechenleistung eines Hosts auf;Beide Begriffe bezeichnen im Kern denselben technischen Vorgang, mit einer abweichenden Marketingbezeichnung je nach Serverhersteller im Vertrieb;c;Netzwerkvirtualisierung bildet mehrere logische Netze (z. B. per VLAN oder Overlay) auf gemeinsamer physischer Infrastruktur ab, während Servervirtualisierung die Rechenleistung eines physischen Hosts auf mehrere virtuelle Maschinen aufteilt.;mittel;IHK;LF11b
FISI-NET-245;FISI;FISI-NET;Virtualisierung;SC;Was beschreibt ein virtueller Switch (vSwitch) im Kontext eines Virtualisierungshosts?;Ein zusätzliches physisches Gerät, das fest zwischen zwei benachbarten Serverracks im Rechenzentrum verbaut wird;Eine reine Überwachungssoftware, die selbst keine Rolle bei der eigentlichen Datenweiterleitung im Netzwerk des Hosts spielt;Eine Sicherheitskomponente, die den gesamten Netzwerkverkehr eines Hosts standardmäßig blockiert und protokolliert;Eine im Hypervisor laufende Softwarekomponente, die Datenverkehr zwischen virtuellen Maschinen und der physischen Netzwerkkarte vermittelt;d;Ein vSwitch ist eine im Hypervisor laufende Softwarekomponente, die den Netzwerkverkehr zwischen den virtuellen Maschinen sowie zur physischen Netzwerkkarte des Hosts vermittelt – vergleichbar mit einem physischen Switch, aber rein softwarebasiert.;mittel;IHK;LF11b
FISI-NET-246;FISI;FISI-NET;Infrastruktur;SC;Welches Problem löst das Spanning Tree Protocol (STP) in redundant verkabelten Netzwerken?;Es verhindert Schleifen (Loops), indem es redundante Verbindungen zwischen Switches logisch abschaltet;Es dehnt die zulässige Kabellänge zwischen zwei benachbarten Switches deutlich über den geltenden Normwert aus;Es weist jedem Endgerät eine feste IP-Adresse zu, die sich über die gesamte Nutzungsdauer nicht mehr ändert;Es verschlüsselt zusätzlich den Datenverkehr zwischen zwei redundant miteinander verbundenen Switches;a;STP erkennt redundante Pfade zwischen Switches und blockiert logisch so viele Verbindungen, dass keine Schleife entsteht – bricht ein aktiver Pfad weg, wird eine blockierte Verbindung automatisch aktiviert.;mittel;IHK;LF11b
FISI-NET-247;FISI;FISI-NET;Infrastruktur;SC;Wodurch wird Hochverfügbarkeit in einer Netzwerkinfrastruktur typischerweise erreicht?;Durch eine möglichst kleine Anzahl an Geräten im Netz, um mögliche Fehlerquellen von vornherein zu senken;Durch redundante Komponenten wie doppelte Switches, Leitungswege und Netzteile mit automatischer Umschaltung bei Ausfall;Durch den bewussten Verzicht auf laufende Netzwerküberwachung während des laufenden Tagesbetriebs im Unternehmen;Durch besonders robuste Hardware, die zu Projektbeginn verbaut und danach nicht mehr kontrolliert wird;b;Hochverfügbarkeit entsteht durch gezielte Redundanz auf mehreren Ebenen (Hardware, Leitungswege, Stromversorgung) kombiniert mit automatischer Umschaltung (Failover), falls eine Komponente ausfällt.;leicht;IHK;LF11b
FISI-NET-248;FISI;FISI-NET;Infrastruktur;SC;Wozu dient Load Balancing beim Betrieb mehrerer Server hinter einer gemeinsamen Adresse?;Es speichert eingehende Anfragen vorübergehend zwischen, bevor ein Server sie tatsächlich beantwortet hat;Es leitet neue Anfragen an denselben festgelegten Server, gleich wie stark dieser gerade ausgelastet ist;Es verteilt eingehende Anfragen nach einem festgelegten Verfahren auf mehrere Server, um einzelne Systeme zu entlasten;Es verschlüsselt zusätzlich die komplette Kommunikation zwischen den beteiligten Servern im Hintergrund des gesamten Systems während der Übertragung;c;Ein Load Balancer verteilt eingehende Anfragen nach einem Verfahren (z. B. Round Robin, Least Connections) auf mehrere Server, um Überlastung zu vermeiden und Ausfallsicherheit zu erhöhen.;leicht;IHK;LF11b
FISI-NET-249;FISI;FISI-NET;Infrastruktur;SC;Was ist beim Planen einer strukturierten Verkabelung nach EN 50173 besonders zu beachten?;Dass innerhalb eines Stockwerks bevorzugt Glasfaserkabel anstelle von Kupferkabel verlegt werden;Dass ein einzelnes Endgerät eine direkte Kabelverbindung bis zum zentralen Serverraum erhält;Dass auf einen separaten Etagenverteiler zugunsten eines einzigen zentralen Verteilers im Haus verzichtet wird;Die Gliederung in Primär-, Sekundär- und Tertiärverkabelung mit jeweils festgelegten maximalen Segmentlängen;d;Strukturierte Verkabelung gliedert sich in Primärbereich (Gebäudeverbindung), Sekundärbereich (Etagenverteiler) und Tertiärbereich (Anschlussdosen) mit jeweils festgelegten maximalen Längen, um Signalqualität und Flexibilität zu sichern.;schwer;IHK;LF11b
FISI-NET-250;FISI;FISI-NET;Monitoring;SC;Welche Rolle spielt SNMP (Simple Network Management Protocol) beim Netzwerk-Monitoring?;Es erlaubt einer Management-Station, Statusinformationen auf Netzwerkgeräten über Agenten abzufragen und teils zu ändern;Es überträgt reine Sprachdaten in Echtzeit zwischen zwei unmittelbar benachbarten Netzwerkgeräten;Es verschlüsselt den kompletten Datenverkehr zwischen Endgeräten und dem zentralen Internetanschluss;Es weist Netzwerkgeräten direkt beim Systemstart einen zufällig gewählten neuen Hostnamen im lokalen Netzwerk zu;a;SNMP erlaubt einer Management-Station, über Agenten auf Netzwerkgeräten Statuswerte (z. B. Auslastung, Fehler) abzufragen und teilweise auch Einstellungen zu ändern – Grundlage vieler Monitoring-Systeme.;mittel;IHK;LF11b
FISI-NET-251;FISI;FISI-NET;Monitoring;SC;Wozu dient ein zentraler Syslog-Server in einer größeren Netzwerkumgebung?;Er übernimmt die komplette Konfiguration der angeschlossenen Netzwerkgeräte im gesamten Unternehmen;Er sammelt Protokollmeldungen verschiedener Geräte an einer Stelle und erleichtert damit Fehlersuche und Auswertung;Er ersetzt die lokale Zeitsynchronisation der Geräte durch eigene, zentral erzeugte Zeitstempel;Er sperrt betroffene Geräte im laufenden Betrieb sofort, sobald deren Protokollmeldungen ungewöhnlich häufig eintreffen und auffallen;b;Ein Syslog-Server nimmt Protokollmeldungen (Logs) von Routern, Switches, Servern und weiteren Geräten zentral entgegen, was die Fehlersuche und Auswertung über mehrere Geräte hinweg deutlich erleichtert.;leicht;IHK;LF11b
