id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
FISI-PROJ-011;FISI;FISI-PROJ;Lösungsvarianten & Datenschutz;SC;Was ist beim Entwurf einer Lösungsvariante unter dem Gesichtspunkt der Datensicherheit besonders zu beachten?;Datensicherheitskonzepte werden ausschließlich vom Kunden erstellt;Schutzmaßnahmen wie Verschlüsselung, Zugriffskontrollen und Backup-Konzepte sollten von Beginn an mitgeplant werden;Datensicherheit ist erst nach Projektabschluss relevant;Datensicherheit betrifft ausschließlich die Netzwerkhardware;b;Sicherheitsaspekte wie Verschlüsselung, Zugriffskontrollen und Datensicherung sollten von Beginn der Lösungsplanung an berücksichtigt werden (Security by Design), nicht erst nachträglich ergänzt werden.;mittel;Rahmenlehrplan FISI LF12b
FISI-PROJ-012;FISI;FISI-PROJ;Lösungsvarianten & Datenschutz;SC;Welcher Grundsatz der DSGVO ist bei der Wahl eines Cloud-Anbieters für ein Systemintegrationsprojekt besonders relevant, wenn personenbezogene Daten verarbeitet werden?;Die Bildschirmauflösung der Server-Konsole;Die Anzahl der verfügbaren Prozessorkerne;Die Wahl des Speicherorts (z. B. innerhalb oder außerhalb der EU) und ein wirksamer Auftragsverarbeitungsvertrag;Die Farbwahl der Administrationsoberfläche;c;Bei personenbezogenen Daten sind Speicherort, Datenübermittlung außerhalb der EU sowie ein DSGVO-konformer Auftragsverarbeitungsvertrag (AVV) mit dem Cloud-Anbieter zentrale Aspekte.;schwer;DSGVO-Grundsätze (Auftragsverarbeitung)
FISI-PROJ-013;FISI;FISI-PROJ;Lösungsvarianten & Datenschutz;SC;Was ist ein 'Rollback-Plan' im Kontext einer Systemumstellung oder Migration?;Ein Plan zur Erhöhung der Serverauslastung;Ein Plan zur Rückkehr zum vorherigen, funktionsfähigen Zustand, falls die Umstellung fehlschlägt;Ein Verfahren zur automatischen Softwarelizenzierung;Ein Marketingkonzept für neue Software;b;Ein Rollback-Plan beschreibt, wie im Fehlerfall zum letzten funktionierenden Zustand zurückgekehrt werden kann, und ist ein zentraler Bestandteil eines abgesicherten Migrations- bzw. Umstellungskonzepts.;mittel;IT-Betrieb-Grundlagen
FISI-PROJ-014;FISI;FISI-PROJ;Angebot & Leistungsbeschreibung;SC;Was ist der Zweck eines Angebots im Rahmen eines IT-Projekts?;Dem Kunden verbindlich Leistungsumfang, Kosten und Rahmenbedingungen einer möglichen Beauftragung darzulegen;Es dient ausschließlich der Werbung ohne konkrete Inhalte;Es ersetzt die spätere technische Umsetzung vollständig;Ausschließlich zur internen Dokumentation, der Kunde erhält es nie;a;Ein Angebot beschreibt für den Kunden nachvollziehbar Leistungsumfang, Kosten, Zeitrahmen und Rahmenbedingungen und bildet die Grundlage für eine mögliche Beauftragung.;leicht;Projektmanagement-Grundlagen
FISI-PROJ-015;FISI;FISI-PROJ;Angebot & Leistungsbeschreibung;SC;Was sollte eine Leistungsbeschreibung in einem IT-Angebot mindestens enthalten?;Eine vollständige Liste aller Mitarbeiter des Auftragnehmers;Ausschließlich die Kontaktdaten des Unternehmens;Nur den Gesamtpreis ohne weitere Details;Eine klare Abgrenzung des Leistungsumfangs, damit für Kunde und Auftragnehmer eindeutig ist, was enthalten ist und was nicht;d;Eine klare Leistungsbeschreibung grenzt den Leistungsumfang eindeutig ab, um spätere Missverständnisse oder Streit über zusätzliche Leistungen ('Scope Creep') zu vermeiden.;mittel;Projektmanagement-Grundlagen
FISI-PROJ-016;FISI;FISI-PROJ;Angebot & Leistungsbeschreibung;SC;Was bezeichnet man als 'Scope Creep' in einem IT-Projekt?;Eine schrittweise, oft unkontrollierte Ausweitung des Projektumfangs über die ursprünglich vereinbarte Leistungsbeschreibung hinaus;Ein Fehler bei der Netzwerkkonfiguration;Eine Methode zur automatisierten Datensicherung;Eine Technik zur Serverskalierung;a;Scope Creep beschreibt die unkontrollierte, meist schleichende Ausweitung des Projektumfangs, oft durch nachträgliche Zusatzwünsche ohne entsprechende Anpassung von Zeit und Budget.;mittel;Projektmanagement-Grundlagen
FISI-PROJ-017;FISI;FISI-PROJ;Qualitätssicherung;SC;Was ist ein 'Abnahmetest' im Kontext eines Systemintegrationsprojekts?;Ein Synonym für Unit-Testing;Ein Test, mit dem der Kunde prüft und bestätigt, dass die vereinbarte Leistung vertragsgemäß erbracht wurde;Ein interner Test, den nur der Auftragnehmer sieht;Ein Test, der ausschließlich vor Projektbeginn stattfindet;b;Der Abnahmetest (Akzeptanztest) erfolgt gemeinsam mit oder durch den Kunden am Ende eines Projekts und dient der formalen Bestätigung, dass die vereinbarte Leistung erbracht wurde.;mittel;Rahmenlehrplan FISI LF12b
FISI-PROJ-018;FISI;FISI-PROJ;Qualitätssicherung;SC;Warum sollten Änderungen an einer produktiven Serverumgebung idealerweise zunächst in einer Testumgebung geprüft werden?;Weil Testumgebungen automatisch schneller sind als Produktivumgebungen;Weil dadurch die Dokumentation der Änderung überflüssig wird;Um Risiken und mögliche Ausfälle im Produktivbetrieb zu vermeiden, bevor die Änderung live geht;Weil Änderungen in der Testumgebung automatisch ins Produktivsystem übernommen werden;c;Eine Testumgebung erlaubt es, Änderungen risikofrei zu prüfen, bevor sie im Produktivbetrieb angewendet werden, und minimiert so das Risiko von Ausfällen oder Datenverlust.;leicht;IT-Betrieb-Grundlagen
FISI-PROJ-019;FISI;FISI-PROJ;Qualitätssicherung;SC;Was versteht man unter einem 'Change-Management-Prozess' im IT-Betrieb?;Ein Marketingkonzept zur Kundenbindung;Einen Prozess zur Neueinstellung von Mitarbeitern;Ein Verfahren zur automatischen Softwarelizenzierung;Einen strukturierten Prozess, um Änderungen an IT-Systemen kontrolliert zu planen, zu genehmigen und zu dokumentieren;d;Change Management stellt sicher, dass Änderungen an IT-Systemen strukturiert geplant, bewertet, genehmigt, umgesetzt und dokumentiert werden, um Risiken für den laufenden Betrieb zu minimieren.;mittel;ITIL-Grundlagen
FISI-PROJ-020;FISI;FISI-PROJ;Qualitätssicherung;SC;Warum ist eine Dokumentation der durchgeführten Konfigurationsänderungen während der Umsetzung eines Projekts wichtig?;Damit spätere Fehlersuche, Wartung und Übergabe an den Kunden nachvollziehbar bleiben;Weil ohne Dokumentation keine Serverhardware bestellt werden kann;Weil Dokumentation ausschließlich der internen Rechnungsstellung dient;Weil Dokumentation die Notwendigkeit von Tests ersetzt;a;Eine lückenlose Dokumentation von Konfigurationsänderungen erleichtert spätere Fehlersuche, Wartung, Weiterentwicklung und die Übergabe des Systems an Kunden oder Kollegen.;leicht;Rahmenlehrplan FISI LF12b
FISI-PROJ-021;FISI;FISI-PROJ;Präsentation & Schulung;SC;Warum ist eine Abschlusspräsentation der Projektergebnisse gegenüber dem Kunden sinnvoll?;Um dem Kunden transparent zu zeigen, was umgesetzt wurde, und offene Fragen zu klären;Weil dadurch der Abnahmetest vollständig entfällt;Weil eine Präsentation die Notwendigkeit einer Dokumentation ersetzt;Um von der eigentlichen technischen Umsetzung abzulenken;a;Die Abschlusspräsentation schafft Transparenz über das erreichte Projektergebnis, ermöglicht Rückfragen des Kunden und bildet einen wichtigen Abschlusspunkt der Zusammenarbeit.;leicht;Rahmenlehrplan FISI LF12b
FISI-PROJ-022;FISI;FISI-PROJ;Präsentation & Schulung;SC;Was sollte bei der Planung einer Anwenderschulung nach Abschluss eines Systemintegrationsprojekts berücksichtigt werden?;Dass die Schulung möglichst kurz vor dem eigentlichen Produktivstart komplett entfällt;Dass die Schulung ausschließlich schriftlich ohne jede Interaktion erfolgt;Ausschließlich technische Detailtiefe unabhängig von der Zielgruppe;Der Kenntnisstand und die tatsächlichen Arbeitsabläufe der zu schulenden Personen;d;Eine wirksame Schulung orientiert sich am tatsächlichen Kenntnisstand und den Arbeitsabläufen der Zielgruppe, statt pauschal technische Details zu vermitteln, die im Arbeitsalltag nicht relevant sind.;mittel;Rahmenlehrplan FISI LF12b
FISI-PROJ-023;FISI;FISI-PROJ;Präsentation & Schulung;SC;Warum ist es sinnvoll, Kundenfeedback nach Abschluss eines Projekts aktiv einzuholen?;Weil dadurch automatisch neue Folgeaufträge entstehen;Weil ohne Feedback keine Rechnung gestellt werden darf;Um die eigene Arbeitsweise zu reflektieren und für künftige Projekte zu verbessern;Weil dies ausschließlich der internen Leistungsbeurteilung einzelner Mitarbeiter dient;c;Aktiv eingeholtes Kundenfeedback hilft, die eigene Vorgehensweise zu reflektieren, Stärken und Schwächen zu erkennen und die Qualität künftiger Projekte zu verbessern.;leicht;Rahmenlehrplan FISI LF12b
FISI-PROJ-024;FISI;FISI-PROJ;Übergabe & Dokumentation;SC;Was gehört typischerweise zu einer vollständigen Projektübergabe an den Kunden?;System, technische Dokumentation und ggf. Zugangsdaten in geeigneter, sicherer Form;Ausschließlich die Rechnung;Der Quellcode der internen Projektplanungssoftware des Auftragnehmers;Ausschließlich eine mündliche Zusammenfassung ohne schriftliche Unterlagen;a;Zu einer vollständigen Übergabe gehören das fertige System, eine nachvollziehbare technische Dokumentation sowie notwendige Zugangsdaten, die sicher (nicht im Klartext per E-Mail) übermittelt werden sollten.;mittel;Rahmenlehrplan FISI LF12b
FISI-PROJ-025;FISI;FISI-PROJ;Übergabe & Dokumentation;SC;Warum sollten Zugangsdaten bei der Projektübergabe nicht unverschlüsselt per E-Mail versendet werden?;Weil E-Mail-Programme grundsätzlich keine Passwörter verarbeiten können;Weil E-Mails technisch keine Zahlen enthalten dürfen;Weil E-Mail-Anhänge grundsätzlich nicht lesbar sind;Weil unverschlüsselte E-Mails von Dritten mitgelesen werden könnten und Zugangsdaten damit kompromittiert werden könnten;d;Unverschlüsselte E-Mails können auf dem Übertragungsweg oder bei kompromittierten Postfächern mitgelesen werden – sensible Zugangsdaten sollten daher über einen sicheren, separaten Kanal übermittelt werden.;mittel;IT-Sicherheit-Grundlagen
FISI-PROJ-026;FISI;FISI-PROJ;Übergabe & Dokumentation;SC;Welchen Zweck erfüllt eine Betriebsdokumentation, die dem Kunden nach Projektabschluss übergeben wird?;Sie dient ausschließlich der Rechnungsstellung;Sie ist rein rechtlich ohne praktischen Nutzen;Sie ermöglicht dem Kunden bzw. dessen IT-Personal, das System eigenständig zu verstehen, zu betreiben und im Fehlerfall nachzuvollziehen;Sie ersetzt jegliche zukünftige Zusammenarbeit mit dem Auftragnehmer;c;Die Betriebsdokumentation beschreibt Aufbau, Konfiguration und Betrieb des Systems und versetzt den Kunden in die Lage, das System auch ohne den Auftragnehmer zu verstehen, zu warten und Störungen einzuordnen.;leicht;Rahmenlehrplan FISI LF12b
FISI-PROJ-027;FISI;FISI-PROJ;Übergabe & Dokumentation;MC;Welche der folgenden Punkte sollten bei der Übergabe eines Systemintegrationsprojekts an den Kunden idealerweise enthalten sein?;Sichere Übergabe der Zugangsdaten;Eine Einweisung/Schulung der zuständigen Personen;Technische Dokumentation;Löschung aller Logdateien vor der Übergabe, damit der Kunde 'sauber' startet;a,b,c;Dokumentation, sichere Zugangsdatenübergabe und Einweisung gehören zu einer vollständigen, professionellen Übergabe. Das Löschen von Logdateien vor der Übergabe würde dagegen wichtige Nachvollziehbarkeit für den Kunden und spätere Fehlersuche vernichten.;mittel;Rahmenlehrplan FISI LF12b
FISI-PROJ-028;FISI;FISI-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Was bedeutet 'Skalierbarkeit' bei einer Systemintegrationslösung?;Die Möglichkeit, ein System beliebig zu verkleinern, ohne Funktionsverlust;Die grafische Darstellung von Serverauslastung;Ein Synonym für Verschlüsselung;Die Fähigkeit eines Systems, bei steigendem Bedarf (z. B. mehr Nutzer, mehr Daten) erweitert werden zu können, ohne komplett neu konzipiert werden zu müssen;d;Skalierbarkeit beschreibt, wie gut ein System bei wachsendem Bedarf (mehr Nutzer, mehr Datenvolumen) erweitert werden kann, idealerweise ohne grundlegende Neukonzeption.;leicht;Rahmenlehrplan FISI LF12b
FISI-PROJ-029;FISI;FISI-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Was unterscheidet 'horizontale Skalierung' von 'vertikaler Skalierung' bei Serversystemen?;Horizontale Skalierung ist ausschließlich in der Cloud möglich;Beide Begriffe beschreiben denselben Vorgang;Horizontale Skalierung fügt weitere Server/Instanzen hinzu, vertikale Skalierung erweitert die Ressourcen (z. B. CPU, RAM) eines bestehenden Servers;Vertikale Skalierung betrifft ausschließlich Netzwerkkabel;c;Horizontale Skalierung ('Scale-out') bedeutet, weitere Server oder Instanzen hinzuzufügen. Vertikale Skalierung ('Scale-up') erweitert stattdessen die Ressourcen eines einzelnen bestehenden Servers.;mittel;Server-/Cloud-Grundlagen
FISI-PROJ-030;FISI;FISI-PROJ;Wirtschaftlichkeit & Skalierbarkeit;SC;Was ist bei der Bewertung der Wirtschaftlichkeit einer IT-Lösung mit dem Begriff 'Total Cost of Ownership' (TCO) gemeint?;Ein Synonym für den Kaufpreis der Server-Hardware;Die Kosten, die ausschließlich beim Kunden entstehen;Ausschließlich die einmaligen Anschaffungskosten;Die Gesamtkosten einer Lösung über ihren gesamten Lebenszyklus, inkl. Anschaffung, Betrieb, Wartung und ggf. Entsorgung;d;Die Total Cost of Ownership (TCO) umfasst nicht nur den Anschaffungspreis, sondern alle Kosten über den gesamten Lebenszyklus einer Lösung, etwa Betrieb, Wartung, Lizenzen und ggf. Entsorgung.;mittel;IT-Controlling-Grundlagen
FISI-PROJ-031;FISI;FISI-PROJ;Projektorganisation & Rollen;SC;Welche Kernaufgabe übernimmt ein Projektleiter typischerweise im Verlauf eines IT-Projekts?;Koordination von Terminen, Budget und Aufgaben über die gesamte Projektlaufzeit hinweg;Programmierung der zentralen Softwarekomponenten im Entwicklungsteam;Physische Installation der Netzwerktechnik direkt beim Kunden vor Ort;Endabnahme einzelner Programmmodule durch technische Testläufe im Detail;a;Der Projektleiter koordiniert Termine, Budget und Aufgaben, überwacht den Fortschritt und ist zentrale Ansprechperson – die fachliche Umsetzung übernehmen die Teammitglieder.;leicht;Rahmenlehrplan FISI LF11b
FISI-PROJ-032;FISI;FISI-PROJ;Projektorganisation & Rollen;SC;Welche Funktion erfüllt ein Lenkungsausschuss in einem größeren IT-Projekt beim Kunden?;Er programmiert kritische Softwaremodule direkt gemeinsam mit den Entwicklern im täglichen Sprint;Er trifft übergeordnete Entscheidungen bei Zielkonflikten und stellt benötigte Ressourcen frei;Er führt die tägliche Abstimmung einzelner Entwicklungsaufgaben im Team durch;Er erstellt die technische Detaildokumentation für die einzelnen Projektphasen;b;Der Lenkungsausschuss besteht meist aus Führungskräften von Auftraggeber und Auftragnehmer und entscheidet bei Konflikten, Budgetfragen oder größeren Zielabweichungen.;mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-033;FISI;FISI-PROJ;Projektorganisation & Rollen;SC;Wozu dient eine RACI-Matrix bei der Organisation eines IT-Projekts?;Sie legt fest, wie hoch das Budget in den einzelnen Projektphasen veranschlagt werden darf;Sie dokumentiert im Detail den zeitlichen Ablauf der einzelnen Projektphasen über die komplette Projektlaufzeit hinweg;Sie legt für jede Aufgabe fest, wer verantwortlich, ausführend, zu konsultieren oder zu informieren ist;Sie listet die technischen Mindestanforderungen an die eingesetzte Hardware;c;RACI steht für Responsible, Accountable, Consulted, Informed und klärt Zuständigkeiten pro Aufgabe, um Doppelarbeit und unklare Verantwortlichkeiten zu vermeiden.;mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-034;FISI;FISI-PROJ;Projektorganisation & Rollen;SC;Welche Aufgabe hat ein technischer Projektkoordinator, der zwischen Projektleitung und Entwicklungsteam vermittelt?;Er entscheidet eigenständig über das Gesamtbudget des Projekts gegenüber dem Kunden;Er trifft fachliche Entscheidungen für das Team eigenmächtig und an der Projektleitung vorbei;Er übernimmt eigenständig die Buchhaltung und Rechnungsstellung für das laufende Projekt gegenüber dem Kunden;Er übersetzt fachliche Vorgaben der Projektleitung in konkrete technische Arbeitspakete für das Team;d;Ein technischer Projektkoordinator übersetzt organisatorische und fachliche Vorgaben in umsetzbare technische Arbeitspakete und hält Projektleitung und Team aufeinander abgestimmt.;schwer;Rahmenlehrplan FISI LF11b
FISI-PROJ-035;FISI;FISI-PROJ;Risikomanagement im Projekt;SC;Was ist der erste Schritt eines strukturierten Risikomanagementprozesses in einem IT-Projekt?;Systematische Identifikation möglicher Risiken durch Team, Erfahrungswerte und Checklisten;Abschluss einer Versicherung gegen den im Projekt größten denkbaren Schadensfall;Direkte Umsetzung von Gegenmaßnahmen, bevor mögliche Risiken systematisch erfasst und bewertet wurden;Information des Kunden über bereits eingetretene Terminverzögerungen;a;Am Anfang steht die Risikoidentifikation: mögliche Risiken werden systematisch gesammelt, bevor sie bewertet und mit Gegenmaßnahmen versehen werden.;leicht;Rahmenlehrplan FISI LF11b
FISI-PROJ-036;FISI;FISI-PROJ;Risikomanagement im Projekt;SC;Wie wird die Priorität eines Risikos in einer klassischen Risikomatrix typischerweise bestimmt?;Durch das Datum, an dem das Risiko erstmals im Projektteam besprochen wurde;Durch die Kombination aus Eintrittswahrscheinlichkeit und Auswirkung auf das Projektziel;Durch die alphabetische Reihenfolge der Risikobezeichnung im Risikoregister;Durch die Anzahl der Teammitglieder, die das Risiko im Meeting erwähnt haben;b;Eine Risikomatrix bewertet Risiken anhand zweier Achsen – Eintrittswahrscheinlichkeit und Schadensausmaß – und leitet daraus die Priorität für Gegenmaßnahmen ab.;mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-037;FISI;FISI-PROJ;Risikomanagement im Projekt;SC;Welche Risikostrategie beschreibt am besten den Abschluss einer Versicherung gegen ein IT-Projektrisiko?;Risikovermeidung – das Risiko wird durch eine Anpassung der Planung technisch ausgeschlossen;Risikoakzeptanz – das Risiko wird bewusst hingenommen und im Plan nicht weiter behandelt;Risikoübertragung – ein Teil des Risikos wird vertraglich an einen Dritten weitergegeben;Risikominderung – zusätzliche Tests senken das Ausmaß eines möglichen Schadens;c;Bei der Risikoübertragung wird die finanzielle oder rechtliche Verantwortung für ein Risiko an einen Dritten übertragen, etwa über eine Versicherung oder eine Vertragsklausel.;mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-038;FISI;FISI-PROJ;Risikomanagement im Projekt;SC;Wozu dienen Frühwarnindikatoren im laufenden Projektcontrolling eines IT-Projekts?;Sie ersetzen die reguläre wöchentliche Statusbesprechung mit dem Projektteam;Sie dienen der nachträglichen Bewertung von Projekten nach deren Abschluss;Sie werden nach Projektabschluss zusammengefasst und dienen dann der internen Erfolgskontrolle;Sie zeigen sich abzeichnende Abweichungen frühzeitig, solange noch gegengesteuert werden kann;d;Frühwarnindikatoren wie steigende Fehlerzahlen oder Terminverzug machen Abweichungen sichtbar, während noch gegengesteuert werden kann.;mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-039;FISI;FISI-PROJ;Agiles vs. klassisches Projektmanagement;SC;Was kennzeichnet das klassische Wasserfallmodell im Vergleich zu agilen Vorgehensweisen bei IT-Projekten?;Die Projektphasen laufen weitgehend nacheinander ab, eine abgeschlossene Phase wird selten neu aufgegriffen;Priorisierung der Anforderungen im Product Backlog aus fachlicher, wirtschaftlicher und technischer Sicht gemeinsam mit dem Team;Das Team liefert nach einzelnen kurzen Iterationen jeweils ein nutzbares Teilergebnis aus;Die Planung konzentriert sich Schritt für Schritt auf die jeweils kommende kurze Arbeitsphase;a;Im Wasserfallmodell folgen die Phasen (Analyse, Entwurf, Umsetzung, Test, Einführung) weitgehend sequenziell aufeinander, während agile Ansätze iterativ mit kurzen Feedbackschleifen arbeiten.;leicht;Rahmenlehrplan FISI LF11b
FISI-PROJ-040;FISI;FISI-PROJ;Agiles vs. klassisches Projektmanagement;SC;Welche Aufgabe hat der Product Owner in einem nach Scrum organisierten IT-Projekt?;Erstellung des technischen Systemdesigns und der Softwarearchitektur für die Umsetzung;Priorisierung der Anforderungen im Product Backlog aus fachlicher und wirtschaftlicher Sicht;Moderation der täglichen Stand-up-Meetings und Beseitigung von Hindernissen;Überwachung der Einhaltung des Scrum-Prozesses und Coaching des Teams;b;"Der Product Owner verantwortet den fachlichen Wert des Produkts und priorisiert das Backlog; die Prozessmoderation übernimmt der Scrum Master, die technische Umsetzung das Team.";mittel;Rahmenlehrplan FISI LF11b
FISI-PROJ-041;FISI;FISI-PROJ;Agiles vs. klassisches Projektmanagement;SC;In welcher Projektsituation eignet sich ein eher klassisches, planbasiertes Vorgehen häufig besser als ein agiles?;Wenn sich die fachlichen Anforderungen voraussichtlich häufig während der Umsetzung ändern;Wenn der Kunde regelmäßig frühe Zwischenergebnisse zur Bewertung erhalten möchte;Wenn Anforderungen und Rahmenbedingungen von Beginn an stabil und detailliert bekannt sind;Wenn das Entwicklungsteam räumlich verteilt in mehreren Zeitzonen arbeitet;c;"Klassische Ansätze eignen sich gut, wenn Anforderungen stabil und vorab klar planbar sind; bei häufigen Änderungen oder frühem Kundenfeedback sind agile Methoden meist im Vorteil.";mittel;Rahmenlehrplan FISI LF11b
