id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
FIAE-UX-011;FIAE;FIAE-UX;Barrierefreiheit;SC;Warum sollten Bilder in einer Webanwendung mit Alternativtexten (alt-Attribut) versehen werden?;Damit Screenreader den Bildinhalt für sehbehinderte Nutzer beschreiben können;Um Suchmaschinen-Rankings unabhängig vom Inhalt zu verbessern;Weil es von jedem Bildformat zwingend vorgeschrieben ist;Um die Ladezeit der Seite zu verkürzen;a;Alternativtexte ermöglichen es Screenreadern, den Inhalt eines Bildes vorzulesen, und sind damit zentral für die Barrierefreiheit von Webinhalten.;leicht;W3C WCAG
FIAE-UX-012;FIAE;FIAE-UX;Barrierefreiheit;SC;Was ist bei der Wahl von Text- und Hintergrundfarben laut WCAG besonders zu beachten?;Dass immer die Firmenfarben verwendet werden;Dass Farben zufällig variiert werden, um Monotonie zu vermeiden;Ausreichender Farbkontrast für Nutzer mit Sehbeeinträchtigung;Dass nur Graustufen zulässig sind;c;Die WCAG geben Mindest-Kontrastverhältnisse zwischen Text- und Hintergrundfarbe vor, damit Inhalte auch für Menschen mit Sehbeeinträchtigung lesbar bleiben.;mittel;W3C WCAG – Kontrastanforderungen
FIAE-UX-013;FIAE;FIAE-UX;Responsive Design;SC;Was bezeichnet der Begriff 'Responsive Design'?;Eine Softwarearchitektur, die besonders schnell auf Serveranfragen reagiert;Eine Methode zur automatisierten Fehlerbehandlung in Benutzeroberflächen;Eine Gestaltung, die sich automatisch an unterschiedliche Bildschirmgrößen und Geräte anpasst;Ein Verfahren zur Verschlüsselung von UI-Daten;c;Responsive Design sorgt dafür, dass sich Layout und Bedienelemente flexibel an verschiedene Bildschirmgrößen (Desktop, Tablet, Smartphone) anpassen.;leicht;Rahmenlehrplan FIAE LF10a
FIAE-UX-014;FIAE;FIAE-UX;Responsive Design;SC;Welches CSS-Konzept wird typischerweise eingesetzt, um Layouts abhängig von der Bildschirmbreite unterschiedlich darzustellen?;Regular Expressions;Prepared Statements;Foreign Keys;Media Queries;d;Media Queries erlauben es, CSS-Regeln an Bedingungen wie die verfügbare Bildschirmbreite zu knüpfen, und sind damit ein zentrales Werkzeug für Responsive Design.;leicht;CSS-Grundlagen
FIAE-UX-015;FIAE;FIAE-UX;Responsive Design;SC;Was beschreibt der 'Mobile-First'-Ansatz beim Entwurf von Benutzeroberflächen?;Zuerst wird das Design für kleine Bildschirme entworfen und anschließend für größere erweitert;Zuerst wird das Design für große Desktop-Bildschirme entworfen und später verkleinert;Mobile Geräte werden beim Entwurf bewusst ausgeschlossen;Es werden ausschließlich native mobile Apps statt Webanwendungen entwickelt;a;Beim Mobile-First-Ansatz beginnt der Entwurf mit der eingeschränkteren mobilen Ansicht, das Layout wird danach schrittweise für größere Bildschirme erweitert.;mittel;Responsive-Design-Grundlagen
FIAE-UX-016;FIAE;FIAE-UX;Wireframing;SC;Was ist ein 'Wireframe' im UI-Design-Prozess?;Eine grobe, meist schwarz-weiße Skizze der Seitenstruktur ohne Detail-Gestaltung;Ein Netzwerkdiagramm der Serverarchitektur;Ein automatisierter Test für die Benutzeroberfläche;Eine fertige, vollständig gestylte Version der Oberfläche;a;Ein Wireframe zeigt frühzeitig die grobe Struktur und Anordnung von Elementen einer Oberfläche, bewusst ohne Farben, Bilder oder finales Styling.;leicht;UX-Design-Grundlagen
FIAE-UX-017;FIAE;FIAE-UX;Wireframing;SC;Was unterscheidet einen 'klickbaren Prototyp' von einem einfachen Wireframe?;Es gibt keinen Unterschied, die Begriffe sind synonym;Ein Prototyp wird ausschließlich auf Papier erstellt;Ein Prototyp enthält den fertigen Produktivcode;Ein Prototyp simuliert Interaktionen und Navigation, ohne bereits funktionale Software zu sein;d;Ein klickbarer Prototyp erlaubt es, Navigationswege und Interaktionen zu simulieren und früh zu testen, ohne dass die eigentliche Anwendung schon implementiert ist.;mittel;UX-Design-Grundlagen
FIAE-UX-018;FIAE;FIAE-UX;Wireframing;SC;Warum werden Wireframes und Prototypen häufig vor der eigentlichen Implementierung mit Nutzern getestet?;Weil ein fertiges Produkt nicht mehr getestet werden darf;Um Implementierungsfehler frühzeitig und kostengünstig zu erkennen, bevor Code geschrieben wird;Um Testkosten komplett zu vermeiden;Weil dies gesetzlich vorgeschrieben ist;b;Fehler und Usability-Probleme lassen sich in der Entwurfsphase deutlich günstiger beheben als nach der vollständigen Implementierung – daher werden Konzepte früh mit Nutzern getestet.;mittel;UX-Design-Grundlagen
FIAE-UX-019;FIAE;FIAE-UX;Prozessmodellierung;SC;Wofür steht die Abkürzung BPMN im Zusammenhang mit Geschäftsprozessen?;Business Process Model and Notation;Basic Process Modeling Notation;Business Protocol Management Network;Backend Process Management Node;a;BPMN (Business Process Model and Notation) ist eine standardisierte grafische Notation zur Modellierung von Geschäftsprozessen.;mittel;BPMN-Spezifikation (OMG)
FIAE-UX-020;FIAE;FIAE-UX;Prozessmodellierung;SC;Welches BPMN-Element markiert den Beginn eines Geschäftsprozesses?;Startereignis (dünn umrandeter Kreis);Gateway (Raute);Endereignis (gefüllter Kreis);Aktivität (abgerundetes Rechteck);a;Ein Startereignis, dargestellt als dünn umrandeter Kreis, markiert in BPMN den Beginn eines Prozesses.;leicht;BPMN-Grundlagen
FIAE-UX-021;FIAE;FIAE-UX;Prozessmodellierung;SC;Wozu dient ein 'Gateway' (Raute) in einem BPMN-Diagramm?;Zur Steuerung von Verzweigungen und Zusammenführungen im Prozessablauf;Zur Darstellung von Benutzeroberflächen-Elementen;Zur Darstellung von Datenbanktabellen;Zur Kennzeichnung des Prozessendes;a;Gateways steuern den Kontrollfluss eines Prozesses, etwa durch exklusive oder parallele Verzweigungen (z. B. 'entweder/oder'- oder 'sowohl-als-auch'-Pfade).;mittel;BPMN-Grundlagen
FIAE-UX-022;FIAE;FIAE-UX;Prozessmodellierung;SC;Welchen Nutzen hat die Analyse und Modellierung bestehender Geschäftsprozesse vor der Entwicklung einer neuen Benutzeroberfläche?;Sie deckt Optimierungspotenziale auf und stellt sicher, dass die Oberfläche den tatsächlichen Arbeitsablauf unterstützt;Sie ersetzt vollständig das spätere Testen der Anwendung;Sie ist rein optional und hat keinen Einfluss auf das UI-Design;Sie dient ausschließlich der internen Dokumentation ohne Bezug zur Umsetzung;a;Die Prozessanalyse zeigt, wie Nutzer heute tatsächlich arbeiten, deckt Schwachstellen auf und liefert die Grundlage, damit die neue Oberfläche den realen Ablauf sinnvoll unterstützt statt ihn zu erschweren.;mittel;Rahmenlehrplan FIAE LF10a
FIAE-UX-023;FIAE;FIAE-UX;Datenschutz im UI;SC;Was bedeutet das Prinzip der 'Datensparsamkeit' (Datenminimierung) für die Gestaltung eines Eingabeformulars?;Nutzereingaben müssen grundsätzlich unverschlüsselt gespeichert werden;Es sollen nur die für den Zweck tatsächlich notwendigen Daten abgefragt werden;Formularfelder dürfen nicht als Pflichtfelder markiert werden;Es sollen möglichst viele Felder angeboten werden, um Flexibilität zu gewährleisten;b;Datensparsamkeit/Datenminimierung (ein Grundsatz der DSGVO) verlangt, nur die Daten zu erheben, die für den jeweiligen Zweck tatsächlich erforderlich sind.;mittel;DSGVO-Grundsätze
FIAE-UX-024;FIAE;FIAE-UX;Datenschutz im UI;SC;Warum sollte eine Einwilligung zur Datenverarbeitung (z. B. Cookie-Consent) im UI aktiv und nicht durch vorausgewählte Kästchen erfolgen?;Weil dies die Ladezeit der Seite verkürzt;Weil vorausgewählte Kästchen gegen Urheberrecht verstoßen;Weil eine wirksame Einwilligung nach DSGVO eine aktive, freiwillige Handlung der Nutzer voraussetzt;Weil vorausgewählte Kästchen technisch nicht umsetzbar sind;c;Nach DSGVO muss eine Einwilligung freiwillig, informiert und durch eine eindeutige, aktive Handlung erfolgen – vorausgewählte Kästchen ('Opt-out') erfüllen das in der Regel nicht.;schwer;DSGVO-Grundsätze
FIAE-UX-025;FIAE;FIAE-UX;Datenschutz im UI;SC;Was versteht man unter 'Privacy by Design' bei der Entwicklung von Benutzeroberflächen?;Die Oberfläche wird bewusst ohne jegliche Datenerhebung entworfen;Datenschutz wird erst nach Fertigstellung der Anwendung nachträglich ergänzt;Ein spezielles Verschlüsselungsverfahren für UI-Frameworks;Datenschutzfreundliche Voreinstellungen und Datenschutz werden von Beginn an in die Gestaltung einbezogen;d;Privacy by Design bedeutet, Datenschutzaspekte von Anfang an in die Konzeption und Gestaltung einzubeziehen, statt sie nachträglich hinzuzufügen.;mittel;DSGVO Art. 25 – Privacy by Design
FIAE-UX-026;FIAE;FIAE-UX;UI-Testing;SC;Was ist das Ziel eines 'Usability-Tests' mit echten Nutzern?;Die Serverlast der Anwendung unter hoher Auslastung zu prüfen;Zu beobachten, wie gut reale Nutzer typische Aufgaben mit der Oberfläche bewältigen;Die Datenbankstruktur auf Normalisierung zu prüfen;Den Quellcode auf Sicherheitslücken zu untersuchen;b;Ein Usability-Test beobachtet, wie Testpersonen bestimmte Aufgaben mit der Oberfläche lösen, um Bedienprobleme und Verbesserungspotenziale zu identifizieren.;leicht;UX-Design-Grundlagen
FIAE-UX-027;FIAE;FIAE-UX;UI-Testing;SC;Was ist ein 'A/B-Test' im Kontext von Benutzeroberflächen?;Ein Test, der ausschließlich die Ladezeit misst;Ein Verfahren zur automatisierten Codeprüfung;Ein Test, bei dem zwei Varianten einer Oberfläche verglichen werden, um zu sehen, welche besser abschneidet;Ein Synonym für einen klassischen Unit-Test;c;Beim A/B-Test werden zwei Varianten (A und B) einer Oberfläche parallel an unterschiedliche Nutzergruppen ausgespielt, um anhand von Kennzahlen zu ermitteln, welche Variante besser funktioniert.;mittel;UX-Design-Grundlagen
FIAE-UX-028;FIAE;FIAE-UX;UI-Testing;SC;Welche Aussage zu 'Eyetracking' als Usability-Testmethode trifft zu?;Es misst ausschließlich die Klickgeschwindigkeit der Maus;Es ersetzt vollständig alle anderen Testmethoden;Es kann nur bei mobilen Anwendungen eingesetzt werden;Es misst, welche Bereiche einer Oberfläche die Blicke der Nutzer tatsächlich anziehen;d;Eyetracking zeichnet auf, wohin Testpersonen tatsächlich schauen, und zeigt so, welche Bereiche einer Oberfläche Aufmerksamkeit erhalten (oder übersehen werden).;schwer;UX-Testmethoden
FIAE-UX-029;FIAE;FIAE-UX;UI-Testing;MC;Welche der folgenden Methoden zählen zu gängigen Verfahren, um die Usability einer Benutzeroberfläche zu überprüfen?;Heuristische Evaluation durch Expertinnen und Experten;Normalisierung der Datenbank;A/B-Test;Usability-Test mit Testpersonen;a,c,d;Usability-Test, heuristische Evaluation und A/B-Test sind etablierte Methoden zur Überprüfung der Gebrauchstauglichkeit einer Oberfläche. Normalisierung betrifft die Datenbankmodellierung, nicht die Usability.;mittel;UX-Testmethoden
FIAE-UX-030;FIAE;FIAE-UX;UI-Testing;MC;Welche Aspekte werden typischerweise geprüft, bevor eine neu entwickelte Benutzeroberfläche an den Kunden übergeben wird (laut Rahmenlehrplan LF10a)?;Funktionale Korrektheit;Datenschutzkonformität;Ausschließlich die Dateigröße des Quellcodes;Usability/Gebrauchstauglichkeit;a,b,d;Der Rahmenlehrplan sieht vor, entwickelte Oberflächen auf funktionale Richtigkeit, Datenschutzkonformität und Gebrauchstauglichkeit zu prüfen. Die reine Dateigröße des Quellcodes ist dafür kein relevantes Kriterium.;mittel;Rahmenlehrplan FIAE LF10a
FIAE-UX-031;FIAE;FIAE-UX;UI-Pattern Formulare;SC;Warum ist es empfehlenswert, bei mehrstufigen Formularen den Fortschritt (z. B. 'Schritt 2 von 4') anzuzeigen?;Um die Anzahl der Server-Anfragen zu reduzieren;Damit Nutzer wissen, wie viel noch zu tun ist, und die Motivation erhalten bleibt;Weil das gesetzlich vorgeschrieben ist;Damit das Formular technisch schneller lädt;b;Fortschrittsanzeigen reduzieren Unsicherheit und Abbruchquote bei längeren Formularen, indem sie den verbleibenden Aufwand transparent machen.;leicht;UX-Design-Grundlagen
FIAE-UX-032;FIAE;FIAE-UX;UI-Pattern Formulare;SC;Was versteht man unter 'Inline-Validierung' bei Formularen?;Eingaben werden erst nach dem Absenden des gesamten Formulars geprüft;Eingaben werden direkt während oder unmittelbar nach der Eingabe in das jeweilige Feld geprüft und zurückgemeldet;Formularfelder werden ohne Beschriftung dargestellt;Die Validierung erfolgt ausschließlich serverseitig ohne jegliches Feedback im UI;b;Inline-Validierung gibt sofortiges Feedback zu einzelnen Feldern, statt Nutzer erst nach dem Absenden mit einer Liste von Fehlern zu konfrontieren.;mittel;UX-Design-Grundlagen
FIAE-UX-033;FIAE;FIAE-UX;UI-Pattern Navigation;SC;Was ist eine 'Breadcrumb-Navigation' (Brotkrumen-Navigation)?;Eine Pfadanzeige, die den aktuellen Standort des Nutzers innerhalb der Seitenhierarchie zeigt;Eine Liste zuletzt gelöschter Dateien;Ein Menü, das nur auf mobilen Geräten sichtbar ist;Ein Verfahren zur Verschlüsselung von URLs;a;Breadcrumbs zeigen z. B. 'Start > Kategorie > Unterseite' und helfen Nutzern, sich in tiefen Hierarchien zu orientieren und schnell zurückzunavigieren.;leicht;UX-Design-Grundlagen
FIAE-UX-034;FIAE;FIAE-UX;UI-Pattern Navigation;SC;Was besagt die Faustregel '3-Klick-Regel' in ihrer ursprünglichen, in der UX-Forschung heute umstrittenen Form?;Formulare dürfen maximal drei Felder haben;Ein Nutzer darf eine Seite höchstens dreimal besuchen;Eine Seite darf höchstens drei Navigationspunkte enthalten;Nutzer sollen jede Information innerhalb von maximal drei Klicks erreichen können;d;Die 3-Klick-Regel besagt, dass Inhalte in möglichst wenigen Klicks erreichbar sein sollen. Sie gilt mittlerweile als zu pauschal, da die reine Klickanzahl wenig über die tatsächliche Nutzerzufriedenheit aussagt.;mittel;UX-Forschung (Diskussion um Joshua Porters 3-Klick-Regel)
FIAE-UX-035;FIAE;FIAE-UX;UI-Pattern Fehlermeldungen;SC;Welche Eigenschaft sollte eine gute Fehlermeldung im UI idealerweise haben?;Sie sollte konkret erklären, was falsch ist, und nach Möglichkeit, wie es behoben werden kann;Sie sollte ausschließlich einen technischen Fehlercode ohne weitere Erklärung anzeigen;Sie sollte möglichst allgemein gehalten sein (z. B. 'Ein Fehler ist aufgetreten');Sie sollte erst nach mehrmaliger Fehleingabe angezeigt werden;a;Gute Fehlermeldungen sind konkret, verständlich und lösungsorientiert. Sie helfen Nutzern, das Problem selbst zu beheben, statt sie nur auf einen Fehler hinzuweisen.;leicht;UX-Design-Grundlagen
FIAE-UX-036;FIAE;FIAE-UX;UI-Pattern Fehlermeldungen;SC;Warum gilt es als schlechte Praxis, einen Fehlerzustand ausschließlich über die Farbe Rot zu kennzeichnen?;Weil Rot als Farbe technisch nicht darstellbar ist;Weil Rot in jeder Kultur ausschließlich positiv konnotiert ist;Weil Menschen mit Farbfehlsichtigkeit (z. B. Rot-Grün-Schwäche) die Kennzeichnung sonst möglicherweise nicht wahrnehmen können;Weil dadurch die Ladezeit der Seite steigt;c;Barrierefreies Design verlangt, sich nicht ausschließlich auf Farbe als Informationsträger zu verlassen. Zusätzlich sollten Symbole oder Text eingesetzt werden.;mittel;W3C WCAG – Use of Color
FIAE-UX-037;FIAE;FIAE-UX;Interaktionsdesign;SC;Was besagt Fitts's Law (Fitts-Gesetz) für die Gestaltung klickbarer Elemente?;Je mehr Farben ein Button hat, desto schneller wird er gefunden;Buttons sollten nie größer als 16 Pixel sein;Jede Interaktion sollte exakt eine Sekunde dauern;Je größer und näher ein Zielelement ist, desto schneller und einfacher kann es angesteuert werden;d;Fitts's Law beschreibt, dass die Zeit zum Erreichen eines Ziels von dessen Größe und Entfernung abhängt. Größere, näher gelegene Ziele sind schneller und präziser ansteuerbar.;mittel;Interaktionsdesign-Grundlagen (Fitts's Law)
FIAE-UX-038;FIAE;FIAE-UX;Interaktionsdesign;SC;Was besagt Hick's Law (Hick-Gesetz) im Kontext von Benutzeroberflächen?;Nutzer treffen Entscheidungen unabhängig von der Anzahl der Optionen immer gleich schnell;Je mehr Auswahlmöglichkeiten einem Nutzer präsentiert werden, desto länger dauert in der Regel die Entscheidung;Je mehr Optionen angeboten werden, desto schneller entscheiden sich Nutzer;Die Bildschirmauflösung beeinflusst die Entscheidungszeit nicht;b;Hick's Law besagt, dass die Entscheidungszeit mit der Anzahl und Komplexität der Auswahlmöglichkeiten steigt – ein Argument dafür, Menüs und Optionen nicht unnötig zu überladen.;mittel;Interaktionsdesign-Grundlagen (Hick's Law)
FIAE-UX-039;FIAE;FIAE-UX;Interaktionsdesign;SC;Was versteht man unter 'Feedback' im Sinne der Interaktionsgestaltung?;Eine automatisierte Testmethode für die Codequalität;Die endgültige Abnahme eines Softwareprojekts durch den Kunden;Eine schriftliche Bewertung der Software durch die Entwickler;Eine Rückmeldung des Systems an den Nutzer über den Erfolg oder Misserfolg einer Aktion;d;Feedback (z. B. ein visueller Effekt beim Klick, eine Erfolgsmeldung) bestätigt dem Nutzer, dass eine Aktion registriert wurde, und hängt eng mit der Nielsen-Heuristik 'Sichtbarkeit des Systemstatus' zusammen.;leicht;UX-Design-Grundlagen
FIAE-UX-040;FIAE;FIAE-UX;Prototyping-Werkzeuge;SC;Was unterscheidet einen 'Low-Fidelity-Prototyp' von einem 'High-Fidelity-Prototyp'?;Low-Fidelity-Prototypen dürfen nur digital erstellt werden;Low-Fidelity-Prototypen sind grob und schnell erstellt (z. B. Papier/Skizzen), High-Fidelity-Prototypen sind detailliert und nah am finalen Design;Es gibt keinen inhaltlichen Unterschied, nur die Bezeichnung variiert;High-Fidelity-Prototypen enthalten grundsätzlich keine Interaktion;b;Low-Fidelity-Prototypen (z. B. Papierskizzen) dienen der schnellen Ideenklärung, High-Fidelity-Prototypen sind detailgetreuer und eignen sich besser für realistische Nutzertests kurz vor der Umsetzung.;mittel;UX-Design-Grundlagen
FIAE-UX-041;FIAE;FIAE-UX;Prototyping-Werkzeuge;SC;Welchen Vorteil bietet ein digitaler, klickbarer Prototyp gegenüber einem reinen Papier-Prototyp bei Usability-Tests?;Er ist grundsätzlich günstiger in der Erstellung;Er ersetzt vollständig den späteren produktiven Code;Er benötigt keinerlei Vorbereitung durch das Entwicklungsteam;Er erlaubt es, realistische Navigationswege und Übergänge zu simulieren, was das Nutzererlebnis realistischer testbar macht;d;Digitale klickbare Prototypen simulieren Interaktionen und Übergänge realitätsnäher als Papierprototypen, wodurch Usability-Probleme in der Navigation früher erkennbar werden.;mittel;UX-Design-Grundlagen
FIAE-UX-042;FIAE;FIAE-UX;Informationsarchitektur;SC;Was ist das Ziel eines 'Card Sortings' in der Informationsarchitektur?;Eine automatisierte Testmethode für Datenbanken;Den Quellcode nach Dateigröße zu sortieren;Spielkarten für Teambuilding-Übungen zu sortieren;Zu ermitteln, wie Nutzer Inhalte gedanklich gruppieren und benennen würden, um eine nutzerfreundliche Navigationsstruktur abzuleiten;d;Beim Card Sorting ordnen Testpersonen Themenkarten in für sie sinnvolle Gruppen. Die Ergebnisse fließen in die Struktur von Navigation und Menüs ein.;mittel;UX-Design-Grundlagen (Informationsarchitektur)
FIAE-UX-043;FIAE;FIAE-UX;Informationsarchitektur;SC;Was beschreibt eine 'Sitemap' im Kontext der Informationsarchitektur einer Anwendung?;Eine Landkarte der Serverstandorte eines Unternehmens;Ein Diagramm zur Darstellung von Datenbanktabellen;Ein Protokoll zur Verschlüsselung von URLs;Eine grafische Übersicht über alle Seiten/Bereiche einer Anwendung und deren hierarchische Beziehungen;d;Eine Sitemap zeigt die Struktur und Hierarchie der Inhalte/Bereiche einer Anwendung und dient als Grundlage für die Navigationsgestaltung.;leicht;UX-Design-Grundlagen (Informationsarchitektur)
FIAE-UX-044;FIAE;FIAE-UX;Informationsarchitektur;SC;Warum ist eine flache, breite Navigationsstruktur oft einer tiefen, stark verschachtelten Struktur vorzuziehen?;Weil Nutzer bei zu vielen Verschachtelungsebenen häufiger die Orientierung verlieren und mehr Klicks bis zum Ziel benötigen;Weil tiefe Strukturen technisch nicht umsetzbar sind;Weil eine tiefe Struktur automatisch bedeutet, dass keine Suche eingebaut werden kann;Weil flache Strukturen weniger Speicherplatz benötigen;a;Zu tiefe Navigationshierarchien erhöhen die kognitive Last und die Anzahl nötiger Klicks. Eine flachere, gut gruppierte Struktur ist meist leichter zu durchschauen.;mittel;UX-Design-Grundlagen (Informationsarchitektur)
FIAE-UX-045;FIAE;FIAE-UX;Design Systems;SC;Was ist der Hauptzweck eines 'Design Systems' bzw. Styleguides für eine Anwendung?;Eine Sammlung wiederverwendbarer UI-Komponenten und Gestaltungsregeln, die Konsistenz über die gesamte Anwendung sicherstellt;Eine Liste aller im Projekt verwendeten Programmiersprachen;Eine einmalige Dokumentation, die nach Projektabschluss nicht mehr gepflegt wird;Ein Werkzeug zur automatisierten Datenbankmigration;a;Ein Design System bündelt wiederverwendbare Komponenten (Buttons, Formulare, Farben, Typografie) und Regeln, damit eine Anwendung visuell und funktional konsistent bleibt, auch wenn mehrere Personen daran arbeiten.;leicht;UX-Design-Grundlagen (Design Systems)
FIAE-UX-046;FIAE;FIAE-UX;Design Systems;SC;Welchen Vorteil bietet die konsequente Nutzung eines Design Systems für die Nielsen-Heuristik 'Konsistenz und Standards'?;Gleiche Elemente (Buttons, Icons, Begriffe) sehen und verhalten sich überall in der Anwendung gleich, was Nutzern das Wiedererkennen erleichtert;Es sorgt automatisch für kürzere Ladezeiten;Es hat keinen Zusammenhang mit dieser Heuristik;Es ersetzt die Notwendigkeit von Usability-Tests vollständig;a;Ein Design System stellt sicher, dass wiederkehrende UI-Elemente konsistent aussehen und sich konsistent verhalten – genau das, was die Heuristik 'Konsistenz und Standards' fordert.;mittel;Nielsen Norman Group – 10 Usability Heuristics
